Country,B-G Namespace,Year,Air Quality Network,Air Quality Network Name,Timezone,Air Quality Station EoI Code,Air Quality Station Nat Code,Air Quality Station Name,Sampling Point Id,Air Pollutant,Longitude,Latitude,Altitude,Altitude Unit,Air Quality Station Area,Air Quality Station Type,Operational Activity Begin,Operational Activity End,Sample Id,Inlet Height,Inlet Height Unit,Building Distance,Building Distance Unit,Kerb Distance,Kerb Distance Unit,Distance Source,Distance Source Unit,Main Emission Sources,Heating Emissions,Heating Emissions Unit,Mobile,Traffic Emissions,Traffic Emissions Unit,Industrial Emissions,Industrial Emissions Unit,Municipality,Dispersion Local,Dispersion Regional,Distance Junction,Distance Junction Unit,Heavy Duty Fraction,Height Facades,Street Width,Traffic Speed,Traffic Volume,Process Id,Process Activity Begin,Process Activity End,Measurement Type,Measurement Method,Other Measurement Method,Measurement Equipment,Other Measurement Equipment,Sampling Method,Other Sampling Method,Analytical Technique,Other Analytical Technique,Equivalence Demonstrated,Demonstration Report,Detection Limit,Detection Limit Unit,Documentation,QA Report,Duration,Duration Unit,Cadence,Cadence Unit,Source Data URL,Imported
"Italy","IT.ISPRA.AQD","2023","NET.IT116A","MONITORAGGIO AMBIENTALE DELLA REGIONE CAMPANIA A CURA DELL'A.R.P.A.C.","UTC+01","IT2277A","1506376","Parco Virgiliano","SPO.IT2277A_20_GC-PID_2017-09-01_00:00:00","C6H6","14.17941","40.79889","150.0","m","suburban","background","31/08/2017 23:00:00","","SAM.IT2277A_20_GC-PID_2017-09-01_00:00:00","3.7","m","","","","","","","","","","0","","","","","Viale Virgilio - Napoli (NA)","","","","","","","","","","SPP.IT2277A_20_GC-PID_2017-09-01_00:00:00","31/08/2017 23:00:00","","automatic","","","GC955-601","","","","","","ref","","0.06","ug.m-3","-9999","in preparation","1","hour","1","hour","http://cdr.eionet.europa.eu/it/eu/aqd/d/envzpza7a/IT_D_2023_202407161140.xml","05/09/2024 03:23:48"
"Italy","IT.ISPRA.AQD","2023","NET.IT119A","Aosta Valley Air Quality Network","UTC+01","IT0983A","200703","AOSTA (PIAZZA PLOUVES)","SPO.IT0983A_20_GC-FID_1996-06-01_00:00:00","C6H6","7.32417","45.73583","581.0","m","urban","background","01/06/1996 00:00:00","","SAM.IT0983A_20_GC-FID_1996-06-01_00:00:00","3.5","m","","","","","","","","","","0","","","","","P.ZA PLOUVES - AOSTA - Aosta (AO)","","","","","0.00","","","","","SPP.IT0983A_20_GC-FID_1996-06-01_00:00:00","01/06/1996 00:00:00","","automatic","GC-FID","","unknown","","","","","","ref","","0.5","ug.m-3","999","in preparation","1","hour","1","hour","http://cdr.eionet.europa.eu/it/eu/aqd/d/envzpza7a/IT_D_2023_202407161140.xml","05/09/2024 03:23:48"
"Italy","IT.ISPRA.AQD","2023","NET.IT123A","PROVINCIA DELLA SPEZIA","UTC+01","IT1536A","701113","MAGGIOLINA - LA SPEZIA","SPO.IT1536A_20_GC-PID_2018-03-20_00:00:00","C6H6","9.84394","44.11603","6.0","m","urban","background","20/03/2018 00:00:00","","SAM.IT1536A_20_GC-PID_2018-03-20_00:00:00","3.0","m","","m","","m","","","","","","0","","","","","INTERNO PARCO MAGGIOLINA, VIALE ITALIA - LA SPEZIA (SP)","","","-9999.0","","-9999.00","-9999.0","-9999.0","-9999","-9999","SPP.IT1536A_20_GC-PID_2018-03-20_00:00:00","09/08/2002 00:00:00","","automatic","","","unknown","","","","","","yes","inprogress","0.1","ug.m-3","-9999","in preparation","1","hour","1","hour","http://cdr.eionet.europa.eu/it/eu/aqd/d/envzpza7a/IT_D_2023_202407161140.xml","05/09/2024 03:23:48"
"Italy","IT.ISPRA.AQD","2023","NET.IT123A","PROVINCIA DELLA SPEZIA","UTC+01","IT1886A","701175","PIAZZA SAINT BON - LA SPEZIA","SPO.IT1886A_20_GC-PID_2013-01-01_00:00:00","C6H6","9.81587","44.11013","5.0","m","urban","traffic","01/01/2013 00:00:00","","SAM.IT1886A_20_GC-PID_2013-01-01_00:00:00","3.0","m","","m","","m","","","","","","0","","","","","PIAZZA SAINT BON  - LA SPEZIA (SP)","","","-9999.0","","-9999.00","-9999.0","-9999.0","-9999","-9999","SPP.IT1886A_20_GC-PID_2013-01-01_00:00:00","01/01/2007 00:00:00","","automatic","","","SRI8610-C","","","","","","yes","inprogress","0.1","ug.m-3","-9999","in preparation","1","hour","1","hour","http://cdr.eionet.europa.eu/it/eu/aqd/d/envzpza7a/IT_D_2023_202407161140.xml","05/09/2024 03:23:48"
"Italy","IT.ISPRA.AQD","2023","NET.IT127A","PROVINCIA DI SAVONA","UTC+01","IT1143A","700910","VIA AURELIA - VIA FERRARIS - VADO L.","SPO.IT1143A_20_GC-PID_1998-06-01_00:00:00","C6H6","8.43892","44.27253","0.0","m","urban","traffic","01/06/1998 00:00:00","","SAM.IT1143A_20_GC-PID_1998-06-01_00:00:00","4.0","m","","m","","m","","","","","","0","","","","","INCROCIO VIA AURELIA - VIA FERRARIS - VADO LIGURE (SV)","","","-9999.0","","-9999.00","-9999.0","-9999.0","-9999","-9999","SPP.IT1143A_20_GC-PID_1998-06-01_00:00:00","15/10/1997 00:00:00","","automatic","","","SRI8610-C","","","","","","yes","inprogress","0.1","ug.m-3","-9999","in preparation","1","hour","1","hour","http://cdr.eionet.europa.eu/it/eu/aqd/d/envzpza7a/IT_D_2023_202407161140.xml","05/09/2024 03:23:48"
"Italy","IT.ISPRA.AQD","2023","NET.IT127A","PROVINCIA DI SAVONA","UTC+01","IT1144A","700909","MERCATO GENERALE - QUILIANO","SPO.IT1144A_20_GC-PID_2014-01-01_00:00:00","C6H6","8.43169","44.28709","16.0","m","suburban","industrial","01/01/2014 00:00:00","","SAM.IT1144A_20_GC-PID_2014-01-01_00:00:00","4.0","m","","m","","m","-9999.0","m","","","","0","","","","","VIA PILALUNGA - QUILIANO (SV)","","","-9999.0","","-9999.00","-9999.0","-9999.0","-9999","-9999","SPP.IT1144A_20_GC-PID_2014-01-01_00:00:00","15/10/1997 00:00:00","","automatic","","","unknown","","","","","","yes","inprogress","0.1","ug.m-3","-9999","in preparation","1","hour","1","hour","http://cdr.eionet.europa.eu/it/eu/aqd/d/envzpza7a/IT_D_2023_202407161140.xml","05/09/2024 03:23:48"
"Italy","IT.ISPRA.AQD","2023","NET.IT127A","PROVINCIA DI SAVONA","UTC+01","IT1145A","700903","CORSO RICCI - SAVONA","SPO.IT1145A_20_GC-PID_2006-01-01_00:00:00","C6H6","8.47293","44.31268","12.0","m","urban","traffic","01/01/2006 00:00:00","","SAM.IT1145A_20_GC-PID_2006-01-01_00:00:00","4.0","m","","m","","m","","","","","","0","","","","","CORSO RICCI (IPERCOOP) - SAVONA (SV)","","","-9999.0","","-9999.00","-9999.0","-9999.0","-9999","-9999","SPP.IT1145A_20_GC-PID_2006-01-01_00:00:00","15/10/1997 00:00:00","","automatic","","","SRI8610-C","","","","","","yes","www.minambiente.it","0.1","ug.m-3","-9999","in preparation","1","hour","1","hour","http://cdr.eionet.europa.eu/it/eu/aqd/d/envzpza7a/IT_D_2023_202407161140.xml","05/09/2024 03:23:48"
"Italy","IT.ISPRA.AQD","2023","NET.IT127A","PROVINCIA DI SAVONA","UTC+01","IT1580A","700968","CORSO FERRARI - ALBISOLA SUPERIORE","SPO.IT1580A_20_GC-PID_2003-02-01_00:00:00","C6H6","8.51019","44.32963","0.0","m","urban","traffic","01/02/2003 00:00:00","01/01/2016 00:00:00","SAM.IT1580A_20_GC-PID_2003-02-01_00:00:00","4.0","m","","m","","m","","","","","","0","","","","","CORSO FERRARI, 21 - ALBISOLA SUPERIORE (SV)","","","-9999.0","","-9999.00","-9999.0","-9999.0","-9999","-9999","SPP.IT1580A_20_GC-PID_2003-02-01_00:00:00","01/02/2003 00:00:00","30/09/2016 00:00:00","automatic","","","SRI8610-C","","","","","","yes","","0.1","ug.m-3","-9999","in preparation","1","hour","1","hour","http://cdr.eionet.europa.eu/it/eu/aqd/d/envzpza7a/IT_D_2023_202407161140.xml","05/09/2024 03:23:48"
"Italy","IT.ISPRA.AQD","2023","NET.IT127A","PROVINCIA DI SAVONA","UTC+01","IT1883A","700971","VARALDO - SAVONA","SPO.IT1883A_20_GC-PID_2014-01-01_00:00:00","C6H6","8.48542","44.31538","55.0","m","urban","background","01/01/2014 00:00:00","","SAM.IT1883A_20_GC-PID_2014-01-01_00:00:00","4.0","m","","m","","m","","","","","","0","","","","","VIA AMENDOLA 10 - SAVONA (SV)","","","-9999.0","","-9999.00","-9999.0","-9999.0","-9999","-9999","SPP.IT1883A_20_GC-PID_2014-01-01_00:00:00","01/12/2006 00:00:00","","automatic","","","GC866","","","","","","yes","inprogress","0.1","ug.m-3","-9999","in preparation","1","hour","1","hour","http://cdr.eionet.europa.eu/it/eu/aqd/d/envzpza7a/IT_D_2023_202407161140.xml","05/09/2024 03:23:48"
"Italy","IT.ISPRA.AQD","2023","NET.IT127A","PROVINCIA DI SAVONA","UTC+01","IT2107A","700973","LOCALITA' MAZZUCCA - CAIRO MONTENOTTE","SPO.IT2107A_20_GC-PID_2012-01-01_00:00:00","C6H6","8.28380","44.38325","343.0","m","suburban","industrial","01/01/2012 00:00:00","","SAM.IT2107A_20_GC-PID_2012-01-01_00:00:00","4.0","m","","m","","m","-9999.0","m","","","","0","","","","","CORSO BRIGATE PARTIGIANE - CAIRO MONTENOTTE (SV)","","","-9999.0","","-9999.00","-9999.0","-9999.0","-9999","-9999","SPP.IT2107A_20_GC-PID_2012-01-01_00:00:00","01/01/2012 00:00:00","","automatic","","","GC866","","","","","","yes","inprogress","0.1","ug.m-3","-9999","in preparation","1","hour","1","hour","http://cdr.eionet.europa.eu/it/eu/aqd/d/envzpza7a/IT_D_2023_202407161140.xml","05/09/2024 03:23:48"
"Italy","IT.ISPRA.AQD","2023","NET.IT127A","PROVINCIA DI SAVONA","UTC+01","IT2108A","700974","LOCALITA' BRAGNO - CAIRO MONTENOTTE","SPO.IT2108A_20_GC-PID_2012-01-01_00:00:00","C6H6","8.29868","44.37494","344.0","m","suburban","industrial","01/01/2012 00:00:00","","SAM.IT2108A_20_GC-PID_2012-01-01_00:00:00","4.0","m","","m","","m","-9999.0","m","","","","0","","","","","VIA SCAIOLA - CAIRO MONTENOTTE (SV)","","","-9999.0","","-9999.00","-9999.0","-9999.0","-9999","-9999","SPP.IT2108A_20_GC-PID_2012-01-01_00:00:00","01/01/2012 00:00:00","","automatic","","","GC866","","","","","","yes","inprogress","0.1","ug.m-3","-9999","in preparation","1","hour","1","hour","http://cdr.eionet.europa.eu/it/eu/aqd/d/envzpza7a/IT_D_2023_202407161140.xml","05/09/2024 03:23:48"
"Italy","IT.ISPRA.AQD","2023","NET.IT127A","PROVINCIA DI SAVONA","UTC+01","IT2278A","700976","VIA VIII MAGGIO - ALBISOLA SUPERIORE","SPO.IT2278A_20_GC-PID_2017-01-01_00:00:00","C6H6","8.51196","44.33292","5.0","m","urban","traffic","01/01/2017 00:00:00","","SAM.IT2278A_20_GC-PID_2017-01-01_00:00:00","4.0","m","","m","","m","","","","","","0","","","","","ANGOLO CORSO MAZZINI - ALBISOLA SUPERIORE (SV)","","","-9999.0","","-9999.00","-9999.0","-9999.0","-9999","-9999","SPP.IT2278A_20_GC-PID_2017-01-01_00:00:00","01/01/2017 00:00:00","","automatic","","","SRI8610-C","","","","","","yes","inprogress","0.1","ug.m-3","-9999","in preparation","1","hour","1","hour","http://cdr.eionet.europa.eu/it/eu/aqd/d/envzpza7a/IT_D_2023_202407161140.xml","05/09/2024 03:23:48"
"Italy","IT.ISPRA.AQD","2023","NET.IT127A","PROVINCIA DI SAVONA","UTC+01","IT2286A","700977","VIA DE LITTA - VADO LIGURE","SPO.IT2286A_20_GC-PID_2018-01-01_00:00:00","C6H6","8.44565","44.26179","10.0","m","suburban","industrial","01/01/2018 00:00:00","","SAM.IT2286A_20_GC-PID_2018-01-01_00:00:00","4.0","m","","m","","m","-9999.0","m","","","","0","","","","","SOTTOVENTO PIATTAFORMA MAERSK - VADO LIGURE (SV)","","","-9999.0","","-9999.00","-9999.0","-9999.0","-9999","-9999","SPP.IT2286A_20_GC-PID_2018-01-01_00:00:00","01/01/2018 00:00:00","","automatic","","","GC866","","","","","","yes","inprogress","0.1","ug.m-3","-9999","in preparation","1","hour","1","hour","http://cdr.eionet.europa.eu/it/eu/aqd/d/envzpza7a/IT_D_2023_202407161140.xml","05/09/2024 03:23:48"
"Italy","IT.ISPRA.AQD","2023","NET.IT127A","PROVINCIA DI SAVONA","UTC+01","IT2299A","700978","CAIRO M. SV - VILLA SANGUINETTI","SPO.IT2299A_20_GC-PID_2021-01-01_00:00:00","C6H6","8.28096","44.39951","330.0","m","urban","background","01/01/2021 00:00:00","","SAM.IT2299A_20_GC-PID_2021-01-01_00:00:00","3.0","m","","m","","m","","","","","","0","","","","","VIA TORINO - CAIRO MONTENOTTE (SV)","","","-9999.0","","-9999.00","-9999.0","-9999.0","-9999","-9999","SPP.IT2299A_20_GC-PID_2021-01-01_00:00:00","21/12/2020 00:00:00","","automatic","","","GC866","","","","","","yes","inprogress","0.1","ug.m-3","-9999","in preparation","1","hour","1","hour","http://cdr.eionet.europa.eu/it/eu/aqd/d/envzpza7a/IT_D_2023_202407161140.xml","05/09/2024 03:23:48"
"Italy","IT.ISPRA.AQD","2023","NET.IT133A","MONITORING NETWORK OF REGIONE BASILICATA","UTC+01","IT1585A","1707616","POTENZA - VIALE UNICEF","SPO.IT1585A_20_GC-FID_2005-03-25_00:00:00","C6H6","15.79642","40.62788","673.0","m","urban","traffic","25/03/2005 00:00:00","","SAM.IT1585A_20_GC-FID_2005-03-25_00:00:00","3.2","m","20.5","m","10.5","m","","","","","","0","","","","","VIALE UNICEF - Potenza (PZ)","","","15.0","","-9999.00","8.0","20.0","9999","9999","SPP.IT1585A_20_GC-FID_2005-03-25_00:00:00","25/03/2005 00:00:00","","automatic","GC-FID","","GC855BTX","","","","","","ref","","0.4","ug.m-3","in preparation","in preparation","1","hour","1","hour","http://cdr.eionet.europa.eu/it/eu/aqd/d/envzpza7a/IT_D_2023_202407161140.xml","05/09/2024 03:23:48"
"Italy","IT.ISPRA.AQD","2023","NET.IT133A","MONITORING NETWORK OF REGIONE BASILICATA","UTC+01","IT1674A","1707617","Potenza - S.L.Branca","SPO.IT1674A_20_GC-FID_2006-03-22_00:00:00","C6H6","15.87289","40.64389","720.0","m","suburban","industrial","22/03/2006 00:00:00","","SAM.IT1674A_20_GC-FID_2006-03-22_00:00:00","3.7","m","","","","","9999.0","m","","","","0","","","","","Contrada San Luca Branca - Potenza (PZ)","","","","","","","","","","SPP.IT1674A_20_GC-FID_2006-03-22_00:00:00","22/03/2006 00:00:00","","automatic","GC-FID","","SRI8610","","","","","","ref","","9999.0","ug.m-3","in preparation","in preparation","1","hour","1","hour","http://cdr.eionet.europa.eu/it/eu/aqd/d/envzpza7a/IT_D_2023_202407161140.xml","05/09/2024 03:23:48"
"Italy","IT.ISPRA.AQD","2023","NET.IT133A","MONITORING NETWORK OF REGIONE BASILICATA","UTC+01","IT1741A","1707780","Ferrandina","SPO.IT1741A_20_GC-FID_2006-04-15_00:00:00","C6H6","16.49621","40.48585","63.0","m","rural","industrial","14/04/2006 23:00:00","","SAM.IT1741A_20_GC-FID_2006-04-15_00:00:00","3.7","m","","","","","9999.0","m","","","","0","","","","","Zona Industriale - Ferrandina (MT)","","","","","","","","","","SPP.IT1741A_20_GC-FID_2006-04-15_00:00:00","14/04/2006 23:00:00","","automatic","GC-FID","","SRI8610","","","","","","ref","","9999.0","ug.m-3","in preparation","in preparation","1","hour","1","hour","http://cdr.eionet.europa.eu/it/eu/aqd/d/envzpza7a/IT_D_2023_202407161140.xml","05/09/2024 03:23:48"
"Italy","IT.ISPRA.AQD","2023","NET.IT133A","MONITORING NETWORK OF REGIONE BASILICATA","UTC+01","IT1742A","1707618","Viggiano","SPO.IT1742A_20_GC-FID_2006-03-06_00:00:00","C6H6","15.90458","40.31407","604.0","m","rural","industrial","06/03/2006 00:00:00","","SAM.IT1742A_20_GC-FID_2006-03-06_00:00:00","3.7","m","","","","","9999.0","m","","","","0","","","","","C.da Guardemauro - Viggiano (PZ)","","","","","","","","","","SPP.IT1742A_20_GC-FID_2006-03-06_00:00:00","06/03/2006 00:00:00","","automatic","GC-FID","","SRI8610","","","","","","ref","","9999.0","ug.m-3","in preparation","in preparation","1","hour","1","hour","http://cdr.eionet.europa.eu/it/eu/aqd/d/envzpza7a/IT_D_2023_202407161140.xml","05/09/2024 03:23:48"
"Italy","IT.ISPRA.AQD","2023","NET.IT133A","MONITORING NETWORK OF REGIONE BASILICATA","UTC+01","IT1744A","1707778","La Martella","SPO.IT1744A_20_GC-FID_2006-05-30_00:00:00","C6H6","16.54715","40.68665","245.0","m","suburban","industrial","29/05/2006 23:00:00","","SAM.IT1744A_20_GC-FID_2006-05-30_00:00:00","3.7","m","","","","","9999.0","m","","","","0","","","","","Zona Industriale La Martella - Matera (MT)","","","","","","","","","","SPP.IT1744A_20_GC-FID_2006-05-30_00:00:00","29/05/2006 23:00:00","","automatic","GC-FID","","SRI8610","","","","","","ref","","9999.0","ug.m-3","in preparation","in preparation","1","hour","1","hour","http://cdr.eionet.europa.eu/it/eu/aqd/d/envzpza7a/IT_D_2023_202407161140.xml","05/09/2024 03:23:48"
"Italy","IT.ISPRA.AQD","2023","NET.IT133A","MONITORING NETWORK OF REGIONE BASILICATA","UTC+01","IT1895A","1707779","Pisticci","SPO.IT1895A_20_GC-FID_2007-01-10_00:00:00","C6H6","16.54843","40.42038","55.0","m","rural","industrial","10/01/2007 00:00:00","","SAM.IT1895A_20_GC-FID_2007-01-10_00:00:00","3.7","m","","","","","9999.0","m","","","","0","","","","","Pisticci Scalo - Pisticci (MT)","","","","","","","","","","SPP.IT1895A_20_GC-FID_2007-01-10_00:00:00","10/01/2007 00:00:00","","automatic","GC-FID","","SRI8610","","","","","","ref","","9999.0","ug.m-3","in preparation","in preparation","1","hour","1","hour","http://cdr.eionet.europa.eu/it/eu/aqd/d/envzpza7a/IT_D_2023_202407161140.xml","05/09/2024 03:23:48"
"Italy","IT.ISPRA.AQD","2023","NET.IT133A","MONITORING NETWORK OF REGIONE BASILICATA","UTC+01","IT1897A","1707621","Lavello","SPO.IT1897A_20_GC-FID_2008-01-01_00:00:00","C6H6","15.78763","41.04600","319.0","m","urban","industrial","01/01/2008 00:00:00","","SAM.IT1897A_20_GC-FID_2008-01-01_00:00:00","3.2","m","","","","","9999.0","m","","","","0","","","","","Via Lombardia - Lavello (PZ)","","","","","","","","","","SPP.IT1897A_20_GC-FID_2008-01-01_00:00:00","01/01/2008 00:00:00","","automatic","GC-FID","","GC855BTX","","","","","","ref","","0.4","ug.m-3","in preparation","in preparation","1","hour","1","hour","http://cdr.eionet.europa.eu/it/eu/aqd/d/envzpza7a/IT_D_2023_202407161140.xml","05/09/2024 03:23:48"
"Italy","IT.ISPRA.AQD","2023","NET.IT133A","MONITORING NETWORK OF REGIONE BASILICATA","UTC+01","IT2202A","1707622","GRUMENTO 3","SPO.IT2202A_20_GC-PID_2013-03-01_00:00:00","C6H6","15.89143","40.28839","735.0","m","suburban","industrial","01/03/2013 00:00:00","","SAM.IT2202A_20_GC-PID_2013-03-01_00:00:00","3.2","m","","","","","9999.0","m","","","","0","","","","","C.da Carpineto Mancoso - Grumento Nova (PZ)","","","","","","","","","","SPP.IT2202A_20_GC-PID_2013-03-01_00:00:00","01/03/2013 00:00:00","","automatic","","","VOC71M","","","","","","ref","","0.3","ug.m-3","in preparation","in preparation","1","hour","1","hour","http://cdr.eionet.europa.eu/it/eu/aqd/d/envzpza7a/IT_D_2023_202407161140.xml","05/09/2024 03:23:48"
"Italy","IT.ISPRA.AQD","2023","NET.IT133A","MONITORING NETWORK OF REGIONE BASILICATA","UTC+01","IT2203A","1707623","VIGGIANO 1","SPO.IT2203A_20_GC-PID_2013-03-01_00:00:00","C6H6","15.90070","40.33486","820.0","m","rural","industrial","01/03/2013 00:00:00","","SAM.IT2203A_20_GC-PID_2013-03-01_00:00:00","3.2","m","","","","","9999.0","m","","","","0","","","","","Contrada Santa Caterina - Viggiano (PZ)","","","","","","","","","","SPP.IT2203A_20_GC-PID_2013-03-01_00:00:00","01/03/2013 00:00:00","","automatic","","","VOC71M","","","","","","ref","","0.3","ug.m-3","in preparation","in preparation","1","hour","1","hour","http://cdr.eionet.europa.eu/it/eu/aqd/d/envzpza7a/IT_D_2023_202407161140.xml","05/09/2024 03:23:48"
"Italy","IT.ISPRA.AQD","2023","NET.IT133A","MONITORING NETWORK OF REGIONE BASILICATA","UTC+01","IT2204A","1707624","VIGGIANO - MASSERIA DE BLASIIS","SPO.IT2204A_20_GC-PID_2013-03-01_00:00:00","C6H6","15.86736","40.32423","603.0","m","rural","industrial","01/03/2013 00:00:00","","SAM.IT2204A_20_GC-PID_2013-03-01_00:00:00","3.2","m","","","","","9999.0","m","","","","0","","","","","Masseria De Blasiis - Viggiano (PZ)","","","","","","","","","","SPP.IT2204A_20_GC-PID_2013-03-01_00:00:00","01/03/2013 00:00:00","","automatic","","","VOC71M","","","","","","ref","","0.3","ug.m-3","in preparation","in preparation","1","hour","1","hour","http://cdr.eionet.europa.eu/it/eu/aqd/d/envzpza7a/IT_D_2023_202407161140.xml","05/09/2024 03:23:48"
"Italy","IT.ISPRA.AQD","2023","NET.IT133A","MONITORING NETWORK OF REGIONE BASILICATA","UTC+01","IT2205A","1707625","VIGGIANO - COSTA MOLINA SUD 1","SPO.IT2205A_20_GC-PID_2013-03-01_00:00:00","C6H6","15.95480","40.31562","690.0","m","rural","industrial","01/03/2013 00:00:00","","SAM.IT2205A_20_GC-PID_2013-03-01_00:00:00","3.2","m","","","","","9999.0","m","","","","0","","","","","Costa Molina Sud - Viggiano (PZ)","","","","","","","","","","SPP.IT2205A_20_GC-PID_2013-03-01_00:00:00","01/03/2013 00:00:00","","automatic","","","VOC71M","","","","","","ref","","0.3","ug.m-3","in preparation","in preparation","1","hour","1","hour","http://cdr.eionet.europa.eu/it/eu/aqd/d/envzpza7a/IT_D_2023_202407161140.xml","05/09/2024 03:23:48"
"Italy","IT.ISPRA.AQD","2023","NET.IT133A","MONITORING NETWORK OF REGIONE BASILICATA","UTC+01","IT2290A","17076029","GuardiaPerticara 1","SPO.IT2290A_20_GC-PID_2018-02-18_00:00:00","C6H6","16.09754","40.36404","720.0","m","rural","industrial","18/02/2018 00:00:00","","SAM.IT2290A_20_GC-FID_2018-02-18_00:00:00","3.7","m","","","","","-9999.0","m","","","","1","","","","","Via Serrone – Guardia Perticara (PZ)","","","","","","","","","","SPP.IT2290A_20_GC-PID_2018-02-18_00:00:00","18/02/2018 00:00:00","","automatic","","","VOC71M","","","","","","ref","","0.3","ug.m-3","in preparation","in preparation","1","hour","1","hour","http://cdr.eionet.europa.eu/it/eu/aqd/d/envzpza7a/IT_D_2023_202407161140.xml","05/09/2024 03:23:48"
"Italy","IT.ISPRA.AQD","2023","NET.IT133A","MONITORING NETWORK OF REGIONE BASILICATA","UTC+01","IT2291A","17077028","Tricarico 1","SPO.IT2291A_20_GC-PID_2018-05-30_00:00:00","C6H6","16.14744","40.62046","690.0","m","rural","industrial","30/05/2018 00:00:00","","SAM.IT2291A_20_GC-FID_2018-05-30_00:00:00","3.7","m","","","","","-9999.0","m","","","","1","","","","","Piazzale Santa Croce – Tricarico (MT)","","","","","","","","","","SPP.IT2291A_20_GC-PID_2018-05-30_00:00:00","30/05/2018 00:00:00","","automatic","","","VOC71M","","","","","","ref","","0.3","ug.m-3","in preparation","in preparation","1","hour","1","hour","http://cdr.eionet.europa.eu/it/eu/aqd/d/envzpza7a/IT_D_2023_202407161140.xml","05/09/2024 03:23:48"
"Italy","IT.ISPRA.AQD","2023","NET.IT137A","RETE DI RILEVAMENTO DELLA QUALITA' DELL'ARIA DELLA CITTA' DI PESCARA","UTC+01","IT1263A","1306806","PE - VIALE G. DI ANNUNZIO","SPO.IT1263A_20_GC-FID_1998-07-17_00:00:00","C6H6","14.21306","42.45917","6.0","m","urban","traffic","16/07/1998 23:00:00","19/06/2016 23:00:00","SAM.IT1263A_20_GC-FID_1998-07-17_00:00:00","3.0","m","4.5","m","1.0","m","","","Transport","","","0","","","","","VIALE D'ANNUNZIO ALL'ALTEZZA DEL CIVICO 50 - Pescara (PE)","","","25.0","","-9999.00","12.0","12.0","-9999","-9999","SPP.IT1263A_20_GC-FID_1998-07-17_00:00:00","16/07/1998 23:00:00","19/06/2016 23:00:00","automatic","GC-FID","","undetermined","","","","","","ref","","0.3","ug.m-3","in preparation","in preparation","1","hour","1","hour","http://cdr.eionet.europa.eu/it/eu/aqd/d/envzpza7a/IT_D_2023_202407161140.xml","05/09/2024 03:23:48"
"Italy","IT.ISPRA.AQD","2023","NET.IT137A","RETE DI RILEVAMENTO DELLA QUALITA' DELL'ARIA DELLA CITTA' DI PESCARA","UTC+01","IT1264A","1306805","PE - VIA FIRENZE","SPO.IT1264A_20_GC-FID_2004-09-15_00:00:00","C6H6","14.21306","42.46639","9.0","m","urban","traffic","14/09/2004 23:00:00","","SAM.IT1264A_20_GC-FID_2004-09-15_00:00:00","3.7","m","5.0","m","3.0","m","","","","","","0","","","","","VIA FIRENZE c/o LICEO GINNASIO - Pescara (PE)","","","40.0","","-9999.00","12.0","6.5","-9999","-9999","SPP.IT1264A_20_GC-FID_2004-09-15_00:00:00","14/09/2004 23:00:00","","automatic","GC-FID","","GC866","","","","","","ref","","0.3","ug.m-3","in preparation","in preparation","1","hour","1","hour","http://cdr.eionet.europa.eu/it/eu/aqd/d/envzpza7a/IT_D_2023_202407161140.xml","05/09/2024 03:23:48"
"Italy","IT.ISPRA.AQD","2023","NET.IT137A","RETE DI RILEVAMENTO DELLA QUALITA' DELL'ARIA DELLA CITTA' DI PESCARA","UTC+01","IT1265A","1306804","PE - PIAZZA GRUE","SPO.IT1265A_20_GC-FID_1998-07-17_00:00:00","C6H6","14.22250","42.45944","2.0","m","urban","background","16/07/1998 23:00:00","19/06/2016 23:00:00","SAM.IT1265A_20_GC-FID_1998-07-17_00:00:00","3.6","m","","","","","","","","","","0","","","","","PIAZZA DEL GRUE PESCARA - Pescara (PE)","","","70.0","","0.00","15.0","6.0","","","SPP.IT1265A_20_GC-FID_1998-07-17_00:00:00","16/07/1998 23:00:00","19/06/2016 23:00:00","automatic","GC-FID","","undetermined","","","","","","ref","","0.3","ug.m-3","in preparation","in preparation","1","hour","1","hour","http://cdr.eionet.europa.eu/it/eu/aqd/d/envzpza7a/IT_D_2023_202407161140.xml","05/09/2024 03:23:48"
"Italy","IT.ISPRA.AQD","2023","NET.IT137A","RETE DI RILEVAMENTO DELLA QUALITA' DELL'ARIA DELLA CITTA' DI PESCARA","UTC+01","IT1423A","1306809","PE - TEATRO D'ANNUNZIO","SPO.IT1423A_20_GC-FID_1998-07-17_00:00:00","C6H6","14.23472","42.45639","4.0","m","urban","background","16/07/1998 23:00:00","","SAM.IT1423A_20_GC-FID_1998-07-17_00:00:00","3.6","m","","","","","","","","","","0","","","","","LUNGOMARE C. COLOMBO 120 - Pescara (PE)","","","100.0","","0.00","7.0","10.0","","","SPP.IT1423A_20_GC-FID_1998-07-17_00:00:00","16/07/1998 23:00:00","","automatic","GC-FID","","GC866","","","","","","ref","","0.3","ug.m-3","in preparation","in preparation","1","hour","1","hour","http://cdr.eionet.europa.eu/it/eu/aqd/d/envzpza7a/IT_D_2023_202407161140.xml","05/09/2024 03:23:48"
