Country,B-G Namespace,Year,Air Quality Network,Air Quality Network Name,Timezone,Air Quality Station EoI Code,Air Quality Station Nat Code,Air Quality Station Name,Sampling Point Id,Air Pollutant,Longitude,Latitude,Altitude,Altitude Unit,Air Quality Station Area,Air Quality Station Type,Operational Activity Begin,Operational Activity End,Sample Id,Inlet Height,Inlet Height Unit,Building Distance,Building Distance Unit,Kerb Distance,Kerb Distance Unit,Distance Source,Distance Source Unit,Main Emission Sources,Heating Emissions,Heating Emissions Unit,Mobile,Traffic Emissions,Traffic Emissions Unit,Industrial Emissions,Industrial Emissions Unit,Municipality,Dispersion Local,Dispersion Regional,Distance Junction,Distance Junction Unit,Heavy Duty Fraction,Height Facades,Street Width,Traffic Speed,Traffic Volume,Process Id,Process Activity Begin,Process Activity End,Measurement Type,Measurement Method,Other Measurement Method,Measurement Equipment,Other Measurement Equipment,Sampling Method,Other Sampling Method,Analytical Technique,Other Analytical Technique,Equivalence Demonstrated,Demonstration Report,Detection Limit,Detection Limit Unit,Documentation,QA Report,Duration,Duration Unit,Cadence,Cadence Unit,Source Data URL,Imported
"Italy","IT.ISPRA.AQD","2023","NET.IT001A","Rete provinciale Provincia di Ancona","UTC+01","IT0456A","1104213","SENIGALLIA","SPO.IT0456A_20_GC-FID_2004-09-02_00:00:00","C6H6","13.22194","43.71417","5.0","m","urban","traffic","01/09/2004 23:00:00","29/04/2013 23:00:00","SAM.IT0456A_20_GC-FID_2004-09-02_00:00:00","3.5","m","300.0","m","3.0","m","","","","","","0","","","","","INCROCIO DELLA PENNA - Senigallia (AN)","","","25.0","","0.08","15.0","7.0","50","30000","SPP.IT0456A_20_GC-FID_2004-09-02_00:00:00","01/09/2004 23:00:00","29/04/2013 23:00:00","automatic","GC-FID","","SRI8610","","","","","","no","","0.3","ug.m-3","Le misurazioni effettuate seguono le procedure di tracciabilit? del dato rilevato","in preparation","30","minute","30","minute","http://cdr.eionet.europa.eu/it/eu/aqd/d/envzpza7a/IT_D_2023_202407161140.xml","05/09/2024 03:23:48"
"Italy","IT.ISPRA.AQD","2023","NET.IT001A","Rete provinciale Provincia di Ancona","UTC+01","IT1564A","1104215","ANCONA/VIA BOCCONI","SPO.IT1564A_20_GC-FID_2004-09-17_00:00:00","C6H6","13.51472","43.60778","5.0","m","urban","traffic","16/09/2004 23:00:00","29/04/2013 23:00:00","SAM.IT1564A_20_GC-FID_2004-09-17_00:00:00","3.5","m","100.0","m","6.0","m","","","","","","0","","","","","VIA BOCCONI - Ancona (AN)","","","100.0","","0.02","20.0","15.0","50","35000","SPP.IT1564A_20_GC-FID_2004-09-17_00:00:00","16/09/2004 23:00:00","29/04/2013 23:00:00","automatic","GC-FID","","SRI8610","","","","","","no","","0.3","ug.m-3","Le misurazioni effettuate seguono le procedure di tracciabilit? del dato rilevato","in preparation","30","minute","30","minute","http://cdr.eionet.europa.eu/it/eu/aqd/d/envzpza7a/IT_D_2023_202407161140.xml","05/09/2024 03:23:48"
"Italy","IT.ISPRA.AQD","2023","NET.IT001A","Rete provinciale Provincia di Ancona","UTC+01","IT1693A","1104221","Ancona - Porto","SPO.IT1693A_20_GC-FID_2007-01-01_00:00:00","C6H6","13.50139","43.61444","1.0","m","suburban","industrial","01/01/2007 00:00:00","29/04/2013 23:00:00","SAM.IT1693A_20_GC-FID_2007-01-01_00:00:00","3.5","m","","","","","800.0","m","","","","0","","","","","Via Einaudi - Ancona (AN)","","","","","","","","","","SPP.IT1693A_20_GC-FID_2007-01-01_00:00:00","01/01/2007 00:00:00","29/04/2013 23:00:00","automatic","GC-FID","","SRI8610","","","","","","no","","0.3","ug.m-3","Le misurazioni effettuate seguono le procedure di tracciabilit? del dato rilevato","in preparation","30","minute","30","minute","http://cdr.eionet.europa.eu/it/eu/aqd/d/envzpza7a/IT_D_2023_202407161140.xml","05/09/2024 03:23:48"
"Italy","IT.ISPRA.AQD","2023","NET.IT082A","Rete di Rilevamento della Qualit� dell'Aria della Provincia di Milano","UTC+01","IT0477A","301526","MILANO - V.LE MARCHE","SPO.IT0477A_20_GC-PID_2012-09-24_00:00:00","C6H6","9.19139","45.49556","122.0","m","urban","traffic","23/09/2012 23:00:00","","SAM.IT0477A_20_GC-PID_2012-09-24_00:00:00","3.5","m","7.0","m","5.0","m","","","","","","0","","","","","VIALE MARCHE 71 - Milano (MI)","","","90.0","","-9999.00","","","-9999","-9999","SPP.IT0477A_20_GC-PID_2012-09-24_00:00:00","23/09/2012 23:00:00","","automatic","","","GC855BTX","","","","","","ref","","0.1","ug.m-3","Verifiche nell'ambito dei programmi QA/QC","in preparation","1","hour","1","hour","http://cdr.eionet.europa.eu/it/eu/aqd/d/envzpza7a/IT_D_2023_202407161140.xml","05/09/2024 03:23:48"
"Italy","IT.ISPRA.AQD","2023","NET.IT082A","Rete di Rilevamento della Qualit� dell'Aria della Provincia di Milano","UTC+01","IT1016A","301537","MILANO - SENATO","SPO.IT1016A_20_GC-PID_1998-09-01_00:00:00","C6H6","9.19806","45.46972","122.0","m","urban","traffic","31/08/1998 23:00:00","","SAM.IT1016A_20_GC-PID_1998-09-01_00:00:00","3.5","m","18.0","m","5.0","m","","","","","","0","","","","","VIA SENATO ANG MARINA - Milano (MI)","","","230.0","","0.10","","","50","21000","SPP.IT1016A_20_GC-PID_1998-09-01_00:00:00","31/08/1998 23:00:00","","automatic","","","GC855BTX","","","","","","ref","","0.1","ug.m-3","Verifiche nell'ambito dei programmi QA/QC","in preparation","1","hour","1","hour","http://cdr.eionet.europa.eu/it/eu/aqd/d/envzpza7a/IT_D_2023_202407161140.xml","05/09/2024 03:23:48"
"Italy","IT.ISPRA.AQD","2023","NET.IT082A","Rete di Rilevamento della Qualit� dell'Aria della Provincia di Milano","UTC+01","IT1692A","301568","MILANO PASCAL CITT� STUDI","SPO.IT1692A_20_GC-PID_2012-09-13_00:00:00","C6H6","9.23583","45.47833","122.0","m","urban","background","12/09/2012 23:00:00","","SAM.IT1692A_20_GC-PID_2012-09-13_00:00:00","3.5","m","","","","","","","","","","0","","","","","via Pascal - Milano (MI)","","","","","","","","","","SPP.IT1692A_20_GC-PID_2012-09-13_00:00:00","12/09/2012 23:00:00","","automatic","","","GC955","","","","","","ref","","0.1","ug.m-3","Verifiche nell'ambito dei programmi QA/QC","in preparation","1","hour","1","hour","http://cdr.eionet.europa.eu/it/eu/aqd/d/envzpza7a/IT_D_2023_202407161140.xml","05/09/2024 03:23:48"
"Italy","IT.ISPRA.AQD","2023","NET.IT082A","Rete di Rilevamento della Qualit� dell'Aria della Provincia di Milano","UTC+01","IT1792A","301570","CASSANO VIA MILANO","SPO.IT1792A_20_GC-PID_2006-02-17_00:00:00","C6H6","9.50333","45.52806","133.0","m","urban","traffic","17/02/2006 00:00:00","","SAM.IT1792A_20_GC-PID_2006-02-17_00:00:00","3.5","m","30.0","m","7.0","m","","","","","","0","","","","","VIA MILANO - Cassano d'Adda (MI)","","","100.0","","-9999.00","","","-9999","-9999","SPP.IT1792A_20_GC-PID_2006-02-17_00:00:00","17/02/2006 00:00:00","","automatic","","","GC955","","","","","","ref","","0.1","ug.m-3","Verifiche nell'ambito dei programmi QA/QC","in preparation","1","hour","1","hour","http://cdr.eionet.europa.eu/it/eu/aqd/d/envzpza7a/IT_D_2023_202407161140.xml","05/09/2024 03:23:48"
"Italy","IT.ISPRA.AQD","2023","NET.IT085A","PROVINCIAL MONITORING NETWORK OF BOLZANO","UTC+01","IT1335A","402112","ME1 Merano","SPO.IT1335A_20_GC-PID_2001-02-10_00:00:00","C6H6","11.16163","46.66200","297.0","m","urban","traffic","10/02/2001 00:00:00","01/01/2015 00:00:00","SAM.IT1335A_20_GC-PID_2001-02-10_00:00:00","4.7","m","27.0","m","10.0","m","","","","","","0","","","","","VIA TROGMANN - Merano (BZ)","","","85.0","","0.05","-9999.0","-9999.0","30","12625","SPP.IT1335A_20_GC-PID_2001-02-10_00:00:00","10/02/2001 00:00:00","01/01/2015 00:00:00","automatic","","","GC955-600","","","","","","ref","","0.1","ug.m-3","in prep","in prep","1","hour","1","hour","http://cdr.eionet.europa.eu/it/eu/aqd/d/envzpza7a/IT_D_2023_202407161140.xml","05/09/2024 03:23:48"
"Italy","IT.ISPRA.AQD","2023","NET.IT085A","PROVINCIAL MONITORING NETWORK OF BOLZANO","UTC+01","IT2096A","2102127","BZ6 Bolzano","SPO.IT2096A_20_GC-PID_2012-03-09_00:00:00","C6H6","11.34197","46.49917","260.0","m","urban","background","09/03/2012 00:00:00","","SAM.IT2096A_20_GC-PID_2012-03-09_00:00:00","4.1","m","13.0","m","2.0","m","","","","","","0","","","","","VIA AMBA ALAGI 5 - Bolzano (BZ)","","","-9999.0","","-9999.00","-9999.0","-9999.0","-9999","-9999","SPP.IT2096A_20_GC-PID_2012-03-09_00:00:00","09/03/2012 00:00:00","","automatic","","","GC955-600","","","","","","ref","","0.1","ug.m-3","in Prep","in prep","1","hour","1","hour","http://cdr.eionet.europa.eu/it/eu/aqd/d/envzpza7a/IT_D_2023_202407161140.xml","05/09/2024 03:23:48"
"Italy","IT.ISPRA.AQD","2023","NET.IT090A","TRENTINO URBAN AND REGION NETWORK","UTC+01","IT1859A","402211","TRENTO VBZ","SPO.IT1859A_20_GC-FID_2009-01-12_00:00:00","C6H6","11.11023","46.10434","197.0","m","urban","traffic","12/01/2009 00:00:00","","SAM.IT1859A_20_GC-FID_2009-01-12_00:00:00","4.0","m","15.0","m","5.0","m","","","","","","0","","","","","Via Bolzano - Trento (TN)","","","-9999.0","","-9999.00","","15.0","-9999","-9999","SPP.IT1859A_20_GC-FID_2009-01-12_00:00:00","12/01/2009 00:00:00","","automatic","GC-FID","","GC955-600","","","","","","ref","","0.1","ug.m-3","in preparation","in preparation","1","day","1","day","http://cdr.eionet.europa.eu/it/eu/aqd/d/envzpza7a/IT_D_2023_202407161140.xml","05/09/2024 03:23:48"
"Italy","IT.ISPRA.AQD","2023","NET.IT091A","Rete di Rilevamento della Qualit� dell'Aria della Provincia di Bergamo","UTC+01","IT0997A","301608","BERGAMO - VIA GARIBALDI","SPO.IT0997A_20_GC-PID_1997-07-31_00:00:00","C6H6","9.66167","45.69569","249.0","m","urban","traffic","30/07/1997 23:00:00","","SAM.IT0997A_20_GC-PID_1997-07-31_00:00:00","3.0","m","10.0","m","2.0","m","","","","","","0","","","","","VIA G.GARIBALDI , 11/13 - Bergamo (BG)","","","363.0","","-9999.00","","","-9999","-9999","SPP.IT0997A_20_GC-PID_1997-07-31_00:00:00","30/07/1997 23:00:00","","automatic","","","GC955","","","","","","ref","","0.1","ug.m-3","verifiche nell'ambito dei programmi QA\QC","in preparation","1","hour","1","hour","http://cdr.eionet.europa.eu/it/eu/aqd/d/envzpza7a/IT_D_2023_202407161140.xml","05/09/2024 03:23:48"
"Italy","IT.ISPRA.AQD","2023","NET.IT091A","Rete di Rilevamento della Qualit� dell'Aria della Provincia di Bergamo","UTC+01","IT1876A","301623","CALUSCO","SPO.IT1876A_20_GC-PID_2006-06-30_00:00:00","C6H6","9.46667","45.68333","273.0","m","suburban","background","29/06/2006 23:00:00","","SAM.IT1876A_20_GC-PID_2006-06-30_00:00:00","3.0","m","","","","","","","","","","0","","","","","Via caduti sul lavoro - Calusco d'Adda (BG)","","","","","","","","","","SPP.IT1876A_20_GC-PID_2006-06-30_00:00:00","29/06/2006 23:00:00","","automatic","","","GC955","","","","","","ref","","0.1","ug.m-3","verifiche nell'ambito dei programmi QA\QC","in preparation","1","hour","1","hour","http://cdr.eionet.europa.eu/it/eu/aqd/d/envzpza7a/IT_D_2023_202407161140.xml","05/09/2024 03:23:48"
"Italy","IT.ISPRA.AQD","2023","NET.IT091A","Rete di Rilevamento della Qualit� dell'Aria della Provincia di Bergamo","UTC+01","IT2062A","301624","DALMiNE - Via Verdi","SPO.IT2062A_20_GC-PID_2010-02-18_00:00:00","C6H6","9.61472","45.64389","207.0","m","urban","background","18/02/2010 00:00:00","","SAM.IT2062A_20_GC-PID_2010-02-18_00:00:00","3.0","m","10.0","m","2.0","m","","","","","","0","","","","","Via Verdi - Dalmine (BG)","","","92.0","","-9999.00","","","-9999","-9999","SPP.IT2062A_20_GC-PID_2010-02-18_00:00:00","18/02/2010 00:00:00","","automatic","","","GC866","","","","","","ref","","0.1","ug.m-3","verifiche nell'ambito dei programmi QA\QC","in preparation","1","hour","1","hour","http://cdr.eionet.europa.eu/it/eu/aqd/d/envzpza7a/IT_D_2023_202407161140.xml","05/09/2024 03:23:48"
"Italy","IT.ISPRA.AQD","2023","NET.IT092A","Rete di Rilevamento della Qualit� dell'Aria della Provincia di Brescia","UTC+01","IT1251A","301717","BRESCIA - VIA TURATI","SPO.IT1251A_20_GC-PID_2015-12-16_19:00:00","C6H6","10.23194","45.53861","170.0","m","urban","traffic","16/12/2015 19:00:00","","SAM.IT1251A_20_GC-PID_2015-12-16_19:00:00","3.0","m","19.0","m","7.0","m","","","","","","0","","","","","VIA TURATI - Brescia (BS)","","","360.0","","-9999.00","","","-9999","-9999","SPP.IT1251A_20_GC-PID_2015-12-16_19:00:00","16/12/2015 19:00:00","","automatic","","","unknown","","","","","","ref","","0.1","ug.m-3","Verifiche nell'ambito dei programmi QA/QC","in preparation","1","hour","1","hour","http://cdr.eionet.europa.eu/it/eu/aqd/d/envzpza7a/IT_D_2023_202407161140.xml","05/09/2024 03:23:48"
"Italy","IT.ISPRA.AQD","2023","NET.IT092A","Rete di Rilevamento della Qualit� dell'Aria della Provincia di Brescia","UTC+01","IT1385A","301721","DARFO_2","SPO.IT1385A_20_GC-PID_2012-10-04_00:00:00","C6H6","10.17750","45.87389","226.0","m","suburban","background","03/10/2012 23:00:00","","SAM.IT1385A_20_GC-PID_2012-10-04_00:00:00","3.0","m","","","","","","","","","","0","","","","","VIA DE AMICIS - Darfo Boario Terme (BS)","","","","","","","","","","SPP.IT1385A_20_GC-PID_2012-10-04_00:00:00","03/10/2012 23:00:00","","automatic","","","GC955","","","","","","ref","","0.1","ug.m-3","Verifiche nell'ambito dei programmi QA/QC","in preparation","1","hour","1","hour","http://cdr.eionet.europa.eu/it/eu/aqd/d/envzpza7a/IT_D_2023_202407161140.xml","05/09/2024 03:23:48"
"Italy","IT.ISPRA.AQD","2023","NET.IT092A","Rete di Rilevamento della Qualit� dell'Aria della Provincia di Brescia","UTC+01","IT1465A","301723","BRESCIA - VIA ZIZIOLA","SPO.IT1465A_20_GC-PID_1997-10-01_00:00:00","C6H6","10.21611","45.50694","70.0","m","suburban","background","30/09/1997 23:00:00","","SAM.IT1465A_20_GC-PID_1997-10-01_00:00:00","3.0","m","","","","","","","","","","0","","","","","VIA ZIZIOLA - Brescia (BS)","","","","","","","","","","SPP.IT1465A_20_GC-PID_1997-10-01_00:00:00","30/09/1997 23:00:00","","automatic","","","GC955","","","","","","ref","","0.1","ug.m-3","Verifiche nell'ambito dei programmi QA/QC","in preparation","1","hour","1","hour","http://cdr.eionet.europa.eu/it/eu/aqd/d/envzpza7a/IT_D_2023_202407161140.xml","05/09/2024 03:23:48"
"Italy","IT.ISPRA.AQD","2023","NET.IT092A","Rete di Rilevamento della Qualit� dell'Aria della Provincia di Brescia","UTC+01","IT2300A","301726","BRESCIA – VIA TARTAGLIA","SPO.IT2300A_20_GC-PID_2021-01-01_00:00:00","C6H6","10.23194","45.53861","151.0","m","urban","traffic","01/01/2021 00:00:00","","SAM.IT2300A_20_GC-PID_2021-01-01_00:00:00","3.5","m","12.0","m","1.4","m","","","","","","0","","","","","VIA TARTAGLIA - Brescia (BS)","","","63.0","","-9999.00","","","-9999","-9999","SPP.IT2300A_20_GC-PID_2021-01-01_00:00:00","01/01/2021 00:00:00","","automatic","","","GC955-601","","","","","","ref","","0.1","ug.m-3","Verifiche nell'ambito dei programmi QA/QC","in preparation","1","hour","1","hour","http://cdr.eionet.europa.eu/it/eu/aqd/d/envzpza7a/IT_D_2023_202407161140.xml","05/09/2024 03:23:48"
"Italy","IT.ISPRA.AQD","2023","NET.IT094A","Provincial monitoring network of Siracusa","UTC+01","IT0612A","1908909","SAN CUSMANO","SPO.IT0612A_20_GC-FID_2002-10-08_00:00:00","C6H6","15.15157","37.12257","30.0","m","suburban","industrial","07/10/2002 23:00:00","01/01/2015 00:00:00","SAM.IT0612A_20_GC-FID_2002-10-08_00:00:00","3.2","m","0.0","m","100.0","m","","","","","","0","","","","","C.DA SAN CUSMANO SVINCOLO PER AUGUTA - Priolo Gargallo (SR)","","","0.0","","0.00","0.0","0.0","0","","SPP.IT0612A_20_GC-FID_2002-10-08_00:00:00","07/10/2002 23:00:00","01/01/2015 00:00:00","automatic","GC-FID","","unknown","","","","","","ref","","1.0","ug.m-3","na","in preparation","99999","continuous","9999","continuous","http://cdr.eionet.europa.eu/it/eu/aqd/d/envzpza7a/IT_D_2023_202407161140.xml","05/09/2024 03:23:48"
"Italy","IT.ISPRA.AQD","2023","NET.IT099A","Rete di Rilevamento della Qualit� dell'Aria della Provincia di Mantova","UTC+01","IT0709A","302006","MANTOVA - VIA ARIOSTO","SPO.IT0709A_20_GC-PID_2002-09-30_00:00:00","C6H6","10.80333","45.14444","18.0","m","urban","industrial","29/09/2002 23:00:00","","SAM.IT0709A_20_GC-PID_2002-09-30_00:00:00","3.5","m","","","","","850.0","m","","","","0","","","","","VIA ARIOSTO - Mantova (MN)","","","","","","","","","","SPP.IT0709A_20_GC-PID_2002-09-30_00:00:00","29/09/2002 23:00:00","","automatic","","","GC955-600","","","","","","ref","","0.1","ug.m-3","Verifiche nell'ambito dei programmi QA/QC","in preparation","1","hour","1","hour","http://cdr.eionet.europa.eu/it/eu/aqd/d/envzpza7a/IT_D_2023_202407161140.xml","05/09/2024 03:23:48"
"Italy","IT.ISPRA.AQD","2023","NET.IT099A","Rete di Rilevamento della Qualit� dell'Aria della Provincia di Mantova","UTC+01","IT1392A","302012","BORGOFRANCO","SPO.IT1392A_20_GC-PID_2007-01-01_00:00:00","C6H6","11.20444","45.05139","14.0","m","rural","background","01/01/2007 00:00:00","01/01/2018 00:00:00","SAM.IT1392A_20_GC-PID_2007-01-01_00:00:00","3.9","m","","","","","","","","","","0","","","","","localit� Bonizzo - Borgofranco sul Po (MN)","","","","","","","","","","SPP.IT1392A_20_GC-PID_2007-01-01_00:00:00","01/01/2007 00:00:00","01/01/2018 00:00:00","automatic","","","unknown","","","","","","inprogress","","9999.0","ug.m-3","","in preparation","9999","hour","9999","hour","http://cdr.eionet.europa.eu/it/eu/aqd/d/envzpza7a/IT_D_2023_202407161140.xml","05/09/2024 03:23:48"
"Italy","IT.ISPRA.AQD","2023","NET.IT099A","Rete di Rilevamento della Qualit� dell'Aria della Provincia di Mantova","UTC+01","IT1865A","302072","SCHIVENOGLIA","SPO.IT1865A_20_GC-PID_2006-11-29_00:00:00","C6H6","11.07083","44.99694","16.0","m","rural","background","29/11/2006 00:00:00","","SAM.IT1865A_20_GC-PID_2006-11-29_00:00:00","3.0","m","","","","","","","","","","0","","","","","lott.ne artigianale - Schivenoglia (MN)","","","","","","","","","","SPP.IT1865A_20_GC-PID_2006-11-29_00:00:00","29/11/2006 00:00:00","","automatic","","","GC955-600","","","","","","ref","","0.1","ug.m-3","Verifiche nell'ambito dei programmi QA/QC","in preparation","1","hour","1","hour","http://cdr.eionet.europa.eu/it/eu/aqd/d/envzpza7a/IT_D_2023_202407161140.xml","05/09/2024 03:23:48"
"Italy","IT.ISPRA.AQD","2023","NET.IT099A","Rete di Rilevamento della Qualit� dell'Aria della Provincia di Mantova","UTC+01","IT1868A","302069","MANTOVA SANT'AGNESE","SPO.IT1868A_20_GC-PID_2005-03-09_00:00:00","C6H6","10.79556","45.16056","22.0","m","urban","background","09/03/2005 00:00:00","","SAM.IT1868A_20_GC-PID_2005-03-09_00:00:00","3.0","m","","","","","","","","","","0","","","","","Vicolo Sant'Agnese - Mantova (MN)","","","","","","","","","","SPP.IT1868A_20_GC-PID_2005-03-09_00:00:00","09/03/2005 00:00:00","","automatic","","","unknown","","","","","","ref","","0.1","ug.m-3","Verifiche nell'ambito dei programmi QA/QC","in preparation","1","hour","1","hour","http://cdr.eionet.europa.eu/it/eu/aqd/d/envzpza7a/IT_D_2023_202407161140.xml","05/09/2024 03:23:48"
"Italy","IT.ISPRA.AQD","2023","NET.IT099A","Rete di Rilevamento della Qualit� dell'Aria della Provincia di Mantova","UTC+01","IT1869A","302068","MANTOVA - piazza GRAMSCI","SPO.IT1869A_20_GC-PID_2005-01-14_00:00:00","C6H6","10.78194","45.16444","19.0","m","urban","traffic","14/01/2005 00:00:00","","SAM.IT1869A_20_GC-PID_2005-01-14_00:00:00","3.0","m","36.0","m","22.0","m","","","","","","0","","","","","P.zzale Gramsci - Mantova (MN)","","","82.0","","-9999.00","","","-9999","-9999","SPP.IT1869A_20_GC-PID_2005-01-14_00:00:00","14/01/2005 00:00:00","","automatic","","","VOC71M","","","","","","ref","","0.1","ug.m-3","Verifiche nell'ambito dei programmi QA/QC","in preparation","1","hour","1","hour","http://cdr.eionet.europa.eu/it/eu/aqd/d/envzpza7a/IT_D_2023_202407161140.xml","05/09/2024 03:23:48"
"Italy","IT.ISPRA.AQD","2023","NET.IT100A","Rete di Rilevamento della Qualit� dell'Aria della Provincia di Pavia","UTC+01","IT0692A","301806","SANNAZZARO","SPO.IT0692A_20_GC-PID_2009-01-01_00:00:00","C6H6","8.90556","45.10167","87.0","m","urban","industrial","01/01/2009 00:00:00","","SAM.IT0692A_20_GC-PID_2009-01-01_00:00:00","3.0","m","","","","","600.0","m","","","","0","","","","","VIA ANTONA TRAVERSI 10 - Sannazzaro de' Burgondi (PV)","","","","","","","","","","SPP.IT0692A_20_GC-PID_2009-01-01_00:00:00","01/01/2009 00:00:00","","automatic","","","GC955-600","","","","","","ref","","0.1","ug.m-3","Verifiche nell'ambito dei programmi QA/QC","in preparation","1","hour","1","hour","http://cdr.eionet.europa.eu/it/eu/aqd/d/envzpza7a/IT_D_2023_202407161140.xml","05/09/2024 03:23:48"
"Italy","IT.ISPRA.AQD","2023","NET.IT100A","Rete di Rilevamento della Qualit� dell'Aria della Provincia di Pavia","UTC+01","IT0912A","301801","PAVIA - VIA FOLPERTI","SPO.IT0912A_20_GC-PID_2001-03-01_00:00:00","C6H6","9.16472","45.19389","77.0","m","urban","background","01/03/2001 00:00:00","","SAM.IT0912A_20_GC-PID_2001-03-01_00:00:00","3.0","m","","","","","","","","","","0","","","","","VIA FOLPERTI - Pavia (PV)","","","","","","","","","","SPP.IT0912A_20_GC-PID_2001-03-01_00:00:00","01/03/2001 00:00:00","","automatic","","","GC855BTX","","","","","","ref","","0.1","ug.m-3","Verifiche nell'ambito dei programmi QA/QC","in preparation","1","hour","1","hour","http://cdr.eionet.europa.eu/it/eu/aqd/d/envzpza7a/IT_D_2023_202407161140.xml","05/09/2024 03:23:48"
"Italy","IT.ISPRA.AQD","2023","NET.IT100A","Rete di Rilevamento della Qualit� dell'Aria della Provincia di Pavia","UTC+01","IT1735A","301813","VOGHERA - VIA POZZONI","SPO.IT1735A_20_GC-PID_2005-07-28_00:00:00","C6H6","9.00944","45.00028","90.0","m","urban","background","27/07/2005 23:00:00","","SAM.IT1735A_20_GC-PID_2005-07-28_00:00:00","3.0","m","","","","","","","","","","0","","","","","Via Pozzoni - Voghera (PV)","","","","","","","","","","SPP.IT1735A_20_GC-PID_2005-07-28_00:00:00","27/07/2005 23:00:00","","automatic","","","unknown","","","","","","ref","","0.1","ug.m-3","Verifiche nell'ambito dei programma QA/QC","in preparation","1","hour","1","hour","http://cdr.eionet.europa.eu/it/eu/aqd/d/envzpza7a/IT_D_2023_202407161140.xml","05/09/2024 03:23:48"
"Italy","IT.ISPRA.AQD","2023","NET.IT100A","Rete di Rilevamento della Qualit� dell'Aria della Provincia di Pavia","UTC+01","IT1736A","301812","CORNALE","SPO.IT1736A_20_GC-PID_2005-07-28_00:00:00","C6H6","8.91500","45.04083","74.0","m","rural","background","27/07/2005 23:00:00","","SAM.IT1736A_20_GC-PID_2005-07-28_00:00:00","3.5","m","","","","","","","","","","0","","","","","via Libert� co cimitero comunale - Cornale (PV)","","","","","","","","","","SPP.IT1736A_20_GC-PID_2005-07-28_00:00:00","27/07/2005 23:00:00","","automatic","","","unknown","","","","","","inprogress","","0.1","ug.m-3","Verifiche nell'ambito dei programmi QA/QC","in preparation","1","hour","1","hour","http://cdr.eionet.europa.eu/it/eu/aqd/d/envzpza7a/IT_D_2023_202407161140.xml","05/09/2024 03:23:48"
"Italy","IT.ISPRA.AQD","2023","NET.IT101A","PROVINCIA DI GENOVA","UTC+01","IT0858A","701016","QUARTO - GENOVA","SPO.IT0858A_20_GC-PID_1998-05-05_00:00:00","C6H6","8.99154","44.39489","85.0","m","urban","background","05/05/1998 00:00:00","","SAM.IT0858A_20_GC-PID_1998-05-05_00:00:00","4.0","m","","m","","m","","","","","","0","","","","","VIA MAGGIO, 3 - PROVINCIA - GENOVA (GE)","","","-9999.0","","-9999.00","-9999.0","-9999.0","-9999","-9999","SPP.IT0858A_20_GC-PID_1998-05-05_00:00:00","01/08/1993 00:00:00","","automatic","","","unknown","","","","","","yes","inprogress","0.1","ug.m-3","-9999","in preparation","1","hour","1","hour","http://cdr.eionet.europa.eu/it/eu/aqd/d/envzpza7a/IT_D_2023_202407161140.xml","05/09/2024 03:23:48"
"Italy","IT.ISPRA.AQD","2023","NET.IT101A","PROVINCIA DI GENOVA","UTC+01","IT1026A","701005","PIAZZA GARIBALDI - BUSALLA","SPO.IT1026A_20_GC-PID_2011-01-01_00:00:00","C6H6","8.94675","44.56945","380.0","m","urban","traffic","01/01/2011 00:00:00","01/01/2022 00:00:00","SAM.IT1026A_20_GC-PID_2011-01-01_00:00:00","3.0","m","","m","","m","","","","","","0","","","","","P.ZZA GARIBALDI - BUSALLA - BUSALLA (GE)","","","-9999.0","","-9999.00","-9999.0","-9999.0","-9999","-9999","SPP.IT1026A_20_GC-PID_2011-01-01_00:00:00","01/08/1995 00:00:00","01/01/2022 00:00:00","automatic","","","unknown","","","","","","yes","inprogress","0.1","ug.m-3","-9999","in preparation","1","hour","1","hour","http://cdr.eionet.europa.eu/it/eu/aqd/d/envzpza7a/IT_D_2023_202407161140.xml","05/09/2024 03:23:48"
"Italy","IT.ISPRA.AQD","2023","NET.IT101A","PROVINCIA DI GENOVA","UTC+01","IT1549A","701028","CAMPORA - CAMPOMORONE","SPO.IT1549A_20_GC-PID_2008-01-01_00:00:00","C6H6","8.87383","44.51859","120.0","m","suburban","background","01/01/2008 00:00:00","","SAM.IT1549A_20_GC-PID_2008-01-01_00:00:00","4.0","m","","m","","m","","","","","","0","","","","","VIA ALLA CAFFARELLA - CAMPOMORONE (GE)","","","-9999.0","","-9999.00","-9999.0","-9999.0","-9999","-9999","SPP.IT1549A_20_GC-PID_2008-01-01_00:00:00","09/10/1998 00:00:00","","automatic","","","unknown","","","","","","yes","inprogress","0.1","ug.m-3","-9999","in preparation","1","hour","1","hour","http://cdr.eionet.europa.eu/it/eu/aqd/d/envzpza7a/IT_D_2023_202407161140.xml","05/09/2024 03:23:48"
