ID,Inizio (YYYY-MM-DD h:min:s),Inizio (DD/MM/YYYY),Fine (YYYY-MM-DD h:min:s),Fine (DD/MM/YYYY),Year,Value (μg.m-3),Comune,Indirizzo,Air Quality Station Area,Latitudine,Longitudine,EOL Code stazione,Tipo stazione,Provincia,Provincia (nome completo),Regione,Area,Area (macro)
SPO.IT1269A_20_GC-FID_2001-12-07_00:00:00,2022-10-19 21:00:00,19/10/2022,2022-10-19 22:00:00,19/10/2022,2022,"48,4324",Sarroch,"Via al Mare, 2, 09018 Sarroch CA, Italy",suburban,"39,07000","9,01667",IT1269A,industriale,CA,Cagliari,Sardegna,Isole,Sud e isole
SPO.IT2226A_20_GC-PID_2015-05-01_00:00:00,2019-12-17 12:00:00,17/12/2019,2019-12-17 13:00:00,17/12/2019,2019,"48,4",Pomigliano d'Arco,"W9CQ+8Q Pomigliano d'Arco, Metropolitan City of Naples, Italy",suburban,"40,92087","14,38946",IT2226A,industriale,NA,Napoli,Campania,Sud,Sud e isole
SPO.IT2021A_20_GC-FID_2014-01-01_00:00:00,2014-01-02 1:00:00,02/01/2014,2014-01-02 2:00:00,02/01/2014,2014,"48,38",Massafra,"Via S. Giovanni Bosco, 4, 74016 Massafra TA, Italy",urban,"40,59194","17,11583",IT2021A,traffico,TA,Taranto,Puglia,Sud,Sud e isole
SPO.IT1269A_20_GC-FID_2001-12-07_00:00:00,2020-06-08 22:00:00,08/06/2020,2020-06-08 23:00:00,08/06/2020,2020,"48,36464",Sarroch,"Via al Mare, 2, 09018 Sarroch CA, Italy",suburban,"39,07000","9,01667",IT1269A,industriale,CA,Cagliari,Sardegna,Isole,Sud e isole
SPO.IT2107A_20_GC-PID_2012-01-01_00:00:00,2015-12-28 17:00:00,28/12/2015,2015-12-28 18:00:00,28/12/2015,2015,"48,31",Cairo Montenotte,"Corso Stalingrado, 4/14, 17014 Cairo Montenotte SV, Italy",suburban,"44,38325","8,28380",IT2107A,industriale,SV,Savona,Liguria,Nord-ovest,Nord
SPO.IT1932A_20_GC-FID_2008-01-01_00:00:00,2018-10-27 15:00:00,27/10/2018,2018-10-27 16:00:00,27/10/2018,2018,"48,22",Lecce,"Piazza Indipendenza, 30, 73100 Lecce LE, Italy",urban,"40,36444","18,17306",IT1932A,traffico,LE,Lecce,Puglia,Sud,Sud e isole
SPO.IT2226A_20_GC-PID_2015-05-01_00:00:00,2016-04-16 22:00:00,16/04/2016,2016-04-16 23:00:00,16/04/2016,2016,"48,2",Pomigliano d'Arco,"W9CQ+8Q Pomigliano d'Arco, Metropolitan City of Naples, Italy",suburban,"40,92087","14,38946",IT2226A,industriale,NA,Napoli,Campania,Sud,Sud e isole
SPO.IT2274A_20_GC-FID_2016-06-16_00:00:00,2019-12-16 13:00:00,16/12/2019,2019-12-16 14:00:00,16/12/2019,2019,"48,2",Porto Empedocle,"Via Spinola, 16, 92014 Porto Empedocle AG, Italy",suburban,"37,29189","13,53254",IT2274A,fondo,AG,Agrigento,Sicilia,Isole,Sud e isole
SPO.IT2274A_20_GC-FID_2016-06-16_00:00:00,2019-12-16 19:00:00,16/12/2019,2019-12-16 20:00:00,16/12/2019,2019,"48,19",Porto Empedocle,"Via Spinola, 16, 92014 Porto Empedocle AG, Italy",suburban,"37,29189","13,53254",IT2274A,fondo,AG,Agrigento,Sicilia,Isole,Sud e isole
SPO.IT0614A_20_GC-FID_2014-01-01_00:00:00,2020-08-20 1:00:00,20/08/2020,2020-08-20 2:00:00,20/08/2020,2020,"48,15",Priolo Gargallo,"Via del Fico, 1, 96010 Priolo Gargallo SR, Italy",urban,"37,15612","15,19087",IT0614A,fondo,SR,Siracusa,Sicilia,Isole,Sud e isole
SPO.IT2139A_20_GC-FID_2013-01-01_00:00:00,2019-07-30 19:00:00,30/07/2019,2019-07-30 20:00:00,30/07/2019,2019,"48,07",Brindisi,"JXW6+86 Pedagne, BR, Italy",suburban,"40,64583","17,96055",IT2139A,industriale,BR,Brindisi,Puglia,Sud,Sud e isole
SPO.IT1475A_20_GC-PID_2016-08-04_00:00:00,2018-04-06 8:00:00,06/04/2018,2018-04-06 9:00:00,06/04/2018,2018,"48,05266",Trieste,"Via S. Lorenzo in Selva, 23, 34146 Trieste TS, Italy",suburban,"45,62421","13,78026",IT1475A,fondo,TS,Trieste,Friuli-Venezia Giulia,Nord-est,Nord
SPO.IT0614A_20_GC-FID_2014-01-01_00:00:00,2016-05-29 6:00:00,29/05/2016,2016-05-29 7:00:00,29/05/2016,2016,"47,950635",Priolo Gargallo,"Via del Fico, 1, 96010 Priolo Gargallo SR, Italy",urban,"37,15612","15,19087",IT0614A,fondo,SR,Siracusa,Sicilia,Isole,Sud e isole
SPO.IT2293A_20_GC-PID_2019-04-30_00:00:00,2022-07-19 22:00:00,19/07/2022,2022-07-19 23:00:00,19/07/2022,2022,"47,9",Monfalcone,"Area Verde, Via E. Valentinis, 34074 Monfalcone GO, Italy",urban,"45,80296","13,54450",IT2293A,fondo,GO,Gorizia,Friuli-Venezia Giulia,Nord-est,Nord
SPO.IT0815A_20_GC-FID_2015-01-01_00:00:00,2018-07-14 10:00:00,14/07/2018,2018-07-14 11:00:00,14/07/2018,2018,"47,86864",Gela,"376M+VM Gela, Free municipal consortium of Caltanissetta, Italy",suburban,"37,06222","14,28422",IT0815A,fondo,CL,Caltanissetta,Sicilia,Isole,Sud e isole
SPO.IT2274A_20_GC-FID_2016-06-16_00:00:00,2019-12-19 15:00:00,19/12/2019,2019-12-19 16:00:00,19/12/2019,2019,"47,86",Porto Empedocle,"Via Spinola, 16, 92014 Porto Empedocle AG, Italy",suburban,"37,29189","13,53254",IT2274A,fondo,AG,Agrigento,Sicilia,Isole,Sud e isole
SPO.IT2004A_20_GC-FID_2010-02-26_00:00:00,2016-11-06 16:00:00,06/11/2016,2016-11-06 17:00:00,06/11/2016,2016,"47,73",Perugia,"Piazza Vittorio Veneto, 1, 06124 Perugia PG, Italy",urban,"43,10444","12,37472",IT2004A,traffico,PG,Perugia,Umbria,Centro,Centro
SPO.IT1947A_20_GC-FID_2009-07-14_00:00:00,2020-06-22 5:00:00,22/06/2020,2020-06-22 6:00:00,22/06/2020,2020,"47,70863",Sarroch,"Via Gioacchino Rossini, 25, 09018 Sarroch CA, Italy",urban,"39,06667","9,00889",IT1947A,fondo,CA,Cagliari,Sardegna,Isole,Sud e isole
SPO.IT1932A_20_GC-FID_2008-01-01_00:00:00,2021-02-02 7:00:00,02/02/2021,2021-02-02 8:00:00,02/02/2021,2021,"47,62",Lecce,"Piazza Indipendenza, 30, 73100 Lecce LE, Italy",urban,"40,36444","18,17306",IT1932A,traffico,LE,Lecce,Puglia,Sud,Sud e isole
SPO.IT2212A_20_GC-PID_2015-01-01_00:00:00,2018-01-22 20:00:00,22/01/2018,2018-01-22 21:00:00,22/01/2018,2018,"47,5",San Vitaliano,"Via Appia, 177, 80030 San Vitaliano NA, Italy",urban,"40,92431","14,48133",IT2212A,fondo,NA,Napoli,Campania,Sud,Sud e isole
SPO.IT2212A_20_GC-PID_2015-01-01_00:00:00,2018-01-24 23:00:00,24/01/2018,2018-01-25 0:00:00,25/01/2018,2018,"47,5",San Vitaliano,"Via Appia, 177, 80030 San Vitaliano NA, Italy",urban,"40,92431","14,48133",IT2212A,fondo,NA,Napoli,Campania,Sud,Sud e isole
SPO.IT2212A_20_GC-PID_2015-01-01_00:00:00,2017-12-28 15:00:00,28/12/2017,2017-12-28 16:00:00,28/12/2017,2017,"47,3",San Vitaliano,"Via Appia, 177, 80030 San Vitaliano NA, Italy",urban,"40,92431","14,48133",IT2212A,fondo,NA,Napoli,Campania,Sud,Sud e isole
SPO.IT2271A_20_GC-PID_2016-04-22_00:00:00,2017-12-06 21:00:00,06/12/2017,2017-12-06 22:00:00,06/12/2017,2017,"47,3",Aversa,"Murale artistico, Via Ettore Corcioni, 86, 81031 Aversa CE, Italy",urban,"40,97548","14,21140",IT2271A,traffico,CE,Caserta,Campania,Sud,Sud e isole
SPO.IT2274A_20_GC-FID_2016-06-16_00:00:00,2019-12-19 16:00:00,19/12/2019,2019-12-19 17:00:00,19/12/2019,2019,"47,29",Porto Empedocle,"Via Spinola, 16, 92014 Porto Empedocle AG, Italy",suburban,"37,29189","13,53254",IT2274A,fondo,AG,Agrigento,Sicilia,Isole,Sud e isole
SPO.IT1611A_20_GC-FID_2004-05-01_00:00:00,2023-07-27 5:00:00,27/07/2023,2023-07-27 6:00:00,27/07/2023,2023,"47,26",Taranto,"Machiavelli (Case Parcheggio), 74123 Taranto TA, Italy",suburban,"40,48861","17,22583",IT1611A,industriale,TA,Taranto,Puglia,Sud,Sud e isole
SPO.IT2274A_20_GC-FID_2016-06-16_00:00:00,2019-12-19 19:00:00,19/12/2019,2019-12-19 20:00:00,19/12/2019,2019,"47,26",Porto Empedocle,"Via Spinola, 16, 92014 Porto Empedocle AG, Italy",suburban,"37,29189","13,53254",IT2274A,fondo,AG,Agrigento,Sicilia,Isole,Sud e isole
SPO.IT1947A_20_GC-FID_2009-07-14_00:00:00,2021-07-09 22:00:00,09/07/2021,2021-07-09 23:00:00,09/07/2021,2021,"47,2227",Sarroch,"Via Gioacchino Rossini, 25, 09018 Sarroch CA, Italy",urban,"39,06667","9,00889",IT1947A,fondo,CA,Cagliari,Sardegna,Isole,Sud e isole
SPO.IT0611A_20_GC-FID_1992-03-24_00:00:00,2018-04-12 7:00:00,12/04/2018,2018-04-12 8:00:00,12/04/2018,2018,"47,21695",Melilli,"Contrada Scala Corta, 4, 96010 Melilli SR, Italy",urban,"37,18237","15,12883",IT0611A,fondo,SR,Siracusa,Sicilia,Isole,Sud e isole
SPO.IT1269A_20_GC-FID_2001-12-07_00:00:00,2021-08-01 15:00:00,01/08/2021,2021-08-01 16:00:00,01/08/2021,2021,"47,2027",Sarroch,"Via al Mare, 2, 09018 Sarroch CA, Italy",suburban,"39,07000","9,01667",IT1269A,industriale,CA,Cagliari,Sardegna,Isole,Sud e isole
SPO.IT1078A_20_GC-FID_1996-07-31_23:00:00,2022-03-12 8:00:00,12/03/2022,2022-03-12 9:00:00,12/03/2022,2022,"47,1043",Palermo,"C.so Calatafimi, 85, 90129 Palermo PA, Italy",urban,"38,11103","13,35025",IT1078A,traffico,PA,Palermo,Sicilia,Isole,Sud e isole
SPO.IT0614A_20_GC-FID_2014-01-01_00:00:00,2017-05-12 19:00:00,12/05/2017,2017-05-12 20:00:00,12/05/2017,2017,"47,07034",Priolo Gargallo,"Via del Fico, 1, 96010 Priolo Gargallo SR, Italy",urban,"37,15612","15,19087",IT0614A,fondo,SR,Siracusa,Sicilia,Isole,Sud e isole
SPO.IT1611A_20_GC-FID_2004-05-01_00:00:00,2020-11-06 8:00:00,06/11/2020,2020-11-06 9:00:00,06/11/2020,2020,"47,07",Taranto,"Machiavelli (Case Parcheggio), 74123 Taranto TA, Italy",suburban,"40,48861","17,22583",IT1611A,industriale,TA,Taranto,Puglia,Sud,Sud e isole
SPO.IT1947A_20_GC-FID_2009-07-14_00:00:00,2021-07-02 0:00:00,02/07/2021,2021-07-02 1:00:00,02/07/2021,2021,"46,9905",Sarroch,"Via Gioacchino Rossini, 25, 09018 Sarroch CA, Italy",urban,"39,06667","9,00889",IT1947A,fondo,CA,Cagliari,Sardegna,Isole,Sud e isole
SPO.IT2108A_20_GC-PID_2012-01-01_00:00:00,2023-12-17 20:00:00,17/12/2023,2023-12-17 21:00:00,17/12/2023,2023,"46,93",Bragno,"Via Sergio Scaiola, 7, 17014 Bragno SV, Italy",suburban,"44,37494","8,29868",IT2108A,industriale,SV,Savona,Liguria,Nord-ovest,Nord
SPO.IT2212A_20_GC-PID_2015-01-01_00:00:00,2017-12-24 19:00:00,24/12/2017,2017-12-24 20:00:00,24/12/2017,2017,"46,9",San Vitaliano,"Via Appia, 177, 80030 San Vitaliano NA, Italy",urban,"40,92431","14,48133",IT2212A,fondo,NA,Napoli,Campania,Sud,Sud e isole
SPO.IT1794A_20_GC-FID_2005-01-18_00:00:00,2015-12-28 17:00:00,28/12/2015,2015-12-28 18:00:00,28/12/2015,2015,"46,78439",Giammoro,"Via Gabbia, 15, 98042 Giammoro ME, Italy",urban,"38,20556","15,31006",IT1794A,fondo,ME,Messina,Sicilia,Isole,Sud e isole
SPO.IT1269A_20_GC-FID_2001-12-07_00:00:00,2021-07-01 5:00:00,01/07/2021,2021-07-01 6:00:00,01/07/2021,2021,"46,7446",Sarroch,"Via al Mare, 2, 09018 Sarroch CA, Italy",suburban,"39,07000","9,01667",IT1269A,industriale,CA,Cagliari,Sardegna,Isole,Sud e isole
SPO.IT2087A_20_GC-PID_2014-10-14_00:00:00,2019-06-08 8:00:00,08/06/2019,2019-06-08 9:00:00,08/06/2019,2019,"46,68",Lamezia Terme,"Via Perugini, Lamezia Terme, CZ 88046, 88046 Lamezia Terme CZ, Italy",suburban,"38,95955","16,29517",IT2087A,fondo,CZ,Catanzaro,Calabria,Sud,Sud e isole
SPO.IT2036A_20_GC-FID_2015-01-01_00:00:00,2023-01-18 6:00:00,18/01/2023,2023-01-18 7:00:00,18/01/2023,2023,"46,67",Ragusa,"Via Plebiscito, 19, 97100 Ragusa RG, Italy",urban,"36,92633","14,71451",IT2036A,fondo,RG,Ragusa,Sicilia,Isole,Sud e isole
SPO.IT1947A_20_GC-FID_2009-07-14_00:00:00,2021-08-03 5:00:00,03/08/2021,2021-08-03 6:00:00,03/08/2021,2021,"46,6107",Sarroch,"Via Gioacchino Rossini, 25, 09018 Sarroch CA, Italy",urban,"39,06667","9,00889",IT1947A,fondo,CA,Cagliari,Sardegna,Isole,Sud e isole
SPO.IT1704A_20_GC-FID_2014-01-01_00:00:00,2017-01-21 2:00:00,21/01/2017,2017-01-21 3:00:00,21/01/2017,2017,"46,61",Brindisi,"JXCH+46 Brindisi, BR, Italy",suburban,"40,62028","17,97806",IT1704A,industriale,BR,Brindisi,Puglia,Sud,Sud e isole
SPO.IT2108A_20_GC-PID_2012-01-01_00:00:00,2020-03-04 7:00:00,04/03/2020,2020-03-04 8:00:00,04/03/2020,2020,"46,52",Bragno,"Via Sergio Scaiola, 7, 17014 Bragno SV, Italy",suburban,"44,37494","8,29868",IT2108A,industriale,SV,Savona,Liguria,Nord-ovest,Nord
SPO.IT1269A_20_GC-FID_2001-12-07_00:00:00,2021-08-16 21:00:00,16/08/2021,2021-08-16 22:00:00,16/08/2021,2021,"46,5097",Sarroch,"Via al Mare, 2, 09018 Sarroch CA, Italy",suburban,"39,07000","9,01667",IT1269A,industriale,CA,Cagliari,Sardegna,Isole,Sud e isole
SPO.IT2293A_20_GC-PID_2019-04-30_00:00:00,2022-07-20 2:00:00,20/07/2022,2022-07-20 3:00:00,20/07/2022,2022,"46,5",Monfalcone,"Area Verde, Via E. Valentinis, 34074 Monfalcone GO, Italy",urban,"45,80296","13,54450",IT2293A,fondo,GO,Gorizia,Friuli-Venezia Giulia,Nord-est,Nord
SPO.IT1269A_20_GC-FID_2001-12-07_00:00:00,2020-05-24 20:00:00,24/05/2020,2020-05-24 21:00:00,24/05/2020,2020,"46,48086",Sarroch,"Via al Mare, 2, 09018 Sarroch CA, Italy",suburban,"39,07000","9,01667",IT1269A,industriale,CA,Cagliari,Sardegna,Isole,Sud e isole
SPO.IT1269A_20_GC-FID_2001-12-07_00:00:00,2019-12-30 6:00:00,30/12/2019,2019-12-30 7:00:00,30/12/2019,2019,"46,38376",Sarroch,"Via al Mare, 2, 09018 Sarroch CA, Italy",suburban,"39,07000","9,01667",IT1269A,industriale,CA,Cagliari,Sardegna,Isole,Sud e isole
SPO.IT2274A_20_GC-FID_2016-06-16_00:00:00,2019-12-20 18:00:00,20/12/2019,2019-12-20 19:00:00,20/12/2019,2019,"46,37",Porto Empedocle,"Via Spinola, 16, 92014 Porto Empedocle AG, Italy",suburban,"37,29189","13,53254",IT2274A,fondo,AG,Agrigento,Sicilia,Isole,Sud e isole
SPO.IT2268A_20_GC-PID_2016-01-01_00:00:00,2023-12-13 14:00:00,13/12/2023,2023-12-13 15:00:00,13/12/2023,2023,"46,3",Battipaglia,"Villa Comunale, Via Clarizia, 84091 Battipaglia SA, Italy",urban,"40,61107","14,97584",IT2268A,fondo,SA,Salerno,Campania,Sud,Sud e isole
SPO.IT2271A_20_GC-PID_2016-04-22_00:00:00,2018-03-09 2:00:00,09/03/2018,2018-03-09 3:00:00,09/03/2018,2018,"46,3",Aversa,"Murale artistico, Via Ettore Corcioni, 86, 81031 Aversa CE, Italy",urban,"40,97548","14,21140",IT2271A,traffico,CE,Caserta,Campania,Sud,Sud e isole
SPO.IT2212A_20_GC-PID_2015-01-01_00:00:00,2018-01-14 23:00:00,14/01/2018,2018-01-15 0:00:00,15/01/2018,2018,"46,2",San Vitaliano,"Via Appia, 177, 80030 San Vitaliano NA, Italy",urban,"40,92431","14,48133",IT2212A,fondo,NA,Napoli,Campania,Sud,Sud e isole
SPO.IT2226A_20_GC-PID_2015-05-01_00:00:00,2016-06-13 13:00:00,13/06/2016,2016-06-13 14:00:00,13/06/2016,2016,"46,2",Pomigliano d'Arco,"W9CQ+8Q Pomigliano d'Arco, Metropolitan City of Naples, Italy",suburban,"40,92087","14,38946",IT2226A,industriale,NA,Napoli,Campania,Sud,Sud e isole
SPO.IT0614A_20_GC-FID_2014-01-01_00:00:00,2016-06-19 3:00:00,19/06/2016,2016-06-19 4:00:00,19/06/2016,2016,"46,196411",Priolo Gargallo,"Via del Fico, 1, 96010 Priolo Gargallo SR, Italy",urban,"37,15612","15,19087",IT0614A,fondo,SR,Siracusa,Sicilia,Isole,Sud e isole
SPO.IT0614A_20_GC-FID_2014-01-01_00:00:00,2021-10-29 19:00:00,29/10/2021,2021-10-29 20:00:00,29/10/2021,2021,"46,1496",Priolo Gargallo,"Via del Fico, 1, 96010 Priolo Gargallo SR, Italy",urban,"37,15612","15,19087",IT0614A,fondo,SR,Siracusa,Sicilia,Isole,Sud e isole
SPO.IT2108A_20_GC-PID_2012-01-01_00:00:00,2020-03-04 8:00:00,04/03/2020,2020-03-04 9:00:00,04/03/2020,2020,"46,12",Bragno,"Via Sergio Scaiola, 7, 17014 Bragno SV, Italy",suburban,"44,37494","8,29868",IT2108A,industriale,SV,Savona,Liguria,Nord-ovest,Nord
SPO.IT2212A_20_GC-PID_2015-01-01_00:00:00,2017-11-29 14:00:00,29/11/2017,2017-11-29 15:00:00,29/11/2017,2017,"46,1",San Vitaliano,"Via Appia, 177, 80030 San Vitaliano NA, Italy",urban,"40,92431","14,48133",IT2212A,fondo,NA,Napoli,Campania,Sud,Sud e isole
SPO.IT2212A_20_GC-PID_2015-01-01_00:00:00,2018-01-27 0:00:00,27/01/2018,2018-01-27 1:00:00,27/01/2018,2018,"46,1",San Vitaliano,"Via Appia, 177, 80030 San Vitaliano NA, Italy",urban,"40,92431","14,48133",IT2212A,fondo,NA,Napoli,Campania,Sud,Sud e isole
SPO.IT2212A_20_GC-PID_2015-01-01_00:00:00,2018-01-27 1:00:00,27/01/2018,2018-01-27 2:00:00,27/01/2018,2018,"46,1",San Vitaliano,"Via Appia, 177, 80030 San Vitaliano NA, Italy",urban,"40,92431","14,48133",IT2212A,fondo,NA,Napoli,Campania,Sud,Sud e isole
SPO.IT2108A_20_GC-PID_2012-01-01_00:00:00,2020-03-19 3:00:00,19/03/2020,2020-03-19 4:00:00,19/03/2020,2020,"46,06",Bragno,"Via Sergio Scaiola, 7, 17014 Bragno SV, Italy",suburban,"44,37494","8,29868",IT2108A,industriale,SV,Savona,Liguria,Nord-ovest,Nord
SPO.IT2227A_20_GC-PID_2015-05-01_00:00:00,2017-01-01 23:00:00,01/01/2017,2017-01-02 0:00:00,02/01/2017,2017,"45,9",Avellino,"Via Piave, 11, 83100 Avellino AV, Italy",urban,"40,91882","14,78553",IT2227A,traffico,AV,Avellino,Campania,Sud,Sud e isole
SPO.IT1269A_20_GC-FID_2001-12-07_00:00:00,2020-05-25 5:00:00,25/05/2020,2020-05-25 6:00:00,25/05/2020,2020,"45,81995",Sarroch,"Via al Mare, 2, 09018 Sarroch CA, Italy",suburban,"39,07000","9,01667",IT1269A,industriale,CA,Cagliari,Sardegna,Isole,Sud e isole
SPO.IT2281A_20_GC-FID_2017-02-23_00:00:00,2017-04-11 18:00:00,11/04/2017,2017-04-11 19:00:00,11/04/2017,2017,"45,810989",Agrigento,"Via Papa Giovanni XXIII, 144, 92100 Agrigento AG, Italy",suburban,"37,30705","13,59396",IT2281A,fondo,AG,Agrigento,Sicilia,Isole,Sud e isole
SPO.IT2212A_20_GC-PID_2015-01-01_00:00:00,2018-01-14 22:00:00,14/01/2018,2018-01-14 23:00:00,14/01/2018,2018,"45,8",San Vitaliano,"Via Appia, 177, 80030 San Vitaliano NA, Italy",urban,"40,92431","14,48133",IT2212A,fondo,NA,Napoli,Campania,Sud,Sud e isole
SPO.IT2087A_20_GC-PID_2014-10-14_00:00:00,2017-07-25 11:00:00,25/07/2017,2017-07-25 12:00:00,25/07/2017,2017,"45,76",Lamezia Terme,"Via Perugini, Lamezia Terme, CZ 88046, 88046 Lamezia Terme CZ, Italy",suburban,"38,95955","16,29517",IT2087A,fondo,CZ,Catanzaro,Calabria,Sud,Sud e isole
SPO.IT2039A_20_GC-PID_2011-01-01_00:00:00,2017-12-24 12:00:00,24/12/2017,2017-12-24 13:00:00,24/12/2017,2017,"45,73",Rapallo,"Piazzale Italo Primi, 247, 16035 Rapallo GE, Italy",urban,"44,35173","9,22261",IT2039A,traffico,GE,Genova,Liguria,Nord-ovest,Nord
SPO.IT0614A_20_GC-FID_2014-01-01_00:00:00,2018-02-06 1:00:00,06/02/2018,2018-02-06 2:00:00,06/02/2018,2018,"45,67307",Priolo Gargallo,"Via del Fico, 1, 96010 Priolo Gargallo SR, Italy",urban,"37,15612","15,19087",IT0614A,fondo,SR,Siracusa,Sicilia,Isole,Sud e isole
SPO.IT1611A_20_GC-FID_2004-05-01_00:00:00,2023-11-26 22:00:00,26/11/2023,2023-11-26 23:00:00,26/11/2023,2023,"45,66",Taranto,"Machiavelli (Case Parcheggio), 74123 Taranto TA, Italy",suburban,"40,48861","17,22583",IT1611A,industriale,TA,Taranto,Puglia,Sud,Sud e isole
SPO.IT0614A_20_GC-FID_2014-01-01_00:00:00,2020-09-17 20:00:00,17/09/2020,2020-09-17 21:00:00,17/09/2020,2020,"45,65",Priolo Gargallo,"Via del Fico, 1, 96010 Priolo Gargallo SR, Italy",urban,"37,15612","15,19087",IT0614A,fondo,SR,Siracusa,Sicilia,Isole,Sud e isole
SPO.IT0963A_20_GC-FID_1999-11-15_00:00:00,2021-12-11 14:00:00,11/12/2021,2021-12-11 15:00:00,11/12/2021,2021,"45,6",Venezia,"F7X6+GR Rose garden, 30174 Venezia VE, Italy",urban,"45,49917","12,26222",IT0963A,fondo,VE,Venezia,Veneto,Nord-est,Nord
SPO.IT2212A_20_GC-PID_2015-01-01_00:00:00,2017-12-24 20:00:00,24/12/2017,2017-12-24 21:00:00,24/12/2017,2017,"45,5",San Vitaliano,"Via Appia, 177, 80030 San Vitaliano NA, Italy",urban,"40,92431","14,48133",IT2212A,fondo,NA,Napoli,Campania,Sud,Sud e isole
SPO.IT1947A_20_GC-FID_2009-07-14_00:00:00,2020-07-07 1:00:00,07/07/2020,2020-07-07 2:00:00,07/07/2020,2020,"45,46342",Sarroch,"Via Gioacchino Rossini, 25, 09018 Sarroch CA, Italy",urban,"39,06667","9,00889",IT1947A,fondo,CA,Cagliari,Sardegna,Isole,Sud e isole
SPO.IT1269A_20_GC-FID_2001-12-07_00:00:00,2021-07-31 18:00:00,31/07/2021,2021-07-31 19:00:00,31/07/2021,2021,"45,4262",Sarroch,"Via al Mare, 2, 09018 Sarroch CA, Italy",suburban,"39,07000","9,01667",IT1269A,industriale,CA,Cagliari,Sardegna,Isole,Sud e isole
SPO.IT1947A_20_GC-FID_2009-07-14_00:00:00,2021-08-02 0:00:00,02/08/2021,2021-08-02 1:00:00,02/08/2021,2021,"45,4207",Sarroch,"Via Gioacchino Rossini, 25, 09018 Sarroch CA, Italy",urban,"39,06667","9,00889",IT1947A,fondo,CA,Cagliari,Sardegna,Isole,Sud e isole
SPO.IT1269A_20_GC-FID_2001-12-07_00:00:00,2021-07-02 0:00:00,02/07/2021,2021-07-02 1:00:00,02/07/2021,2021,"45,4106",Sarroch,"Via al Mare, 2, 09018 Sarroch CA, Italy",suburban,"39,07000","9,01667",IT1269A,industriale,CA,Cagliari,Sardegna,Isole,Sud e isole
SPO.IT2212A_20_GC-PID_2015-01-01_00:00:00,2017-12-01 23:00:00,01/12/2017,2017-12-02 0:00:00,02/12/2017,2017,"45,4",San Vitaliano,"Via Appia, 177, 80030 San Vitaliano NA, Italy",urban,"40,92431","14,48133",IT2212A,fondo,NA,Napoli,Campania,Sud,Sud e isole
SPO.IT2214A_20_GC-PID_2015-01-01_00:00:00,2021-01-19 20:00:00,19/01/2021,2021-01-19 21:00:00,19/01/2021,2021,"45,4",Nocera Inferiore,"Via Francesco Nola, 1, 84014 Nocera Inferiore SA, Italy",urban,"40,74040","14,64345",IT2214A,traffico,SA,Salerno,Campania,Sud,Sud e isole
SPO.IT2274A_20_GC-FID_2016-06-16_00:00:00,2019-12-19 10:00:00,19/12/2019,2019-12-19 11:00:00,19/12/2019,2019,"45,36",Porto Empedocle,"Via Spinola, 16, 92014 Porto Empedocle AG, Italy",suburban,"37,29189","13,53254",IT2274A,fondo,AG,Agrigento,Sicilia,Isole,Sud e isole
SPO.IT1947A_20_GC-FID_2009-07-14_00:00:00,2021-07-09 21:00:00,09/07/2021,2021-07-09 22:00:00,09/07/2021,2021,"45,2934",Sarroch,"Via Gioacchino Rossini, 25, 09018 Sarroch CA, Italy",urban,"39,06667","9,00889",IT1947A,fondo,CA,Cagliari,Sardegna,Isole,Sud e isole
SPO.IT2160A_20_GC-MS_2017-01-01_00:00:00,2018-02-01 18:00:00,01/02/2018,2018-02-01 19:00:00,01/02/2018,2018,"45,2",L'Aquila,"C972+48 L'Aquila, Province of L'Aquila, Italy",rural,"42,41278","13,35083",IT2160A,fondo,AQ,L'Aquila,Abruzzo,Sud,Sud e isole
SPO.IT2271A_20_GC-PID_2016-04-22_00:00:00,2017-12-05 22:00:00,05/12/2017,2017-12-05 23:00:00,05/12/2017,2017,"45,2",Aversa,"Murale artistico, Via Ettore Corcioni, 86, 81031 Aversa CE, Italy",urban,"40,97548","14,21140",IT2271A,traffico,CE,Caserta,Campania,Sud,Sud e isole
SPO.IT1794A_20_GC-FID_2005-01-18_00:00:00,2015-12-23 18:00:00,23/12/2015,2015-12-23 19:00:00,23/12/2015,2015,"45,13684",Giammoro,"Via Gabbia, 15, 98042 Giammoro ME, Italy",urban,"38,20556","15,31006",IT1794A,fondo,ME,Messina,Sicilia,Isole,Sud e isole
SPO.IT1269A_20_GC-FID_2001-12-07_00:00:00,2021-06-26 5:00:00,26/06/2021,2021-06-26 6:00:00,26/06/2021,2021,"45,1212",Sarroch,"Via al Mare, 2, 09018 Sarroch CA, Italy",suburban,"39,07000","9,01667",IT1269A,industriale,CA,Cagliari,Sardegna,Isole,Sud e isole
SPO.IT2108A_20_GC-PID_2012-01-01_00:00:00,2020-03-08 2:00:00,08/03/2020,2020-03-08 3:00:00,08/03/2020,2020,"45,03",Bragno,"Via Sergio Scaiola, 7, 17014 Bragno SV, Italy",suburban,"44,37494","8,29868",IT2108A,industriale,SV,Savona,Liguria,Nord-ovest,Nord
