ID,Inizio (YYYY-MM-DD h:min:s),Inizio (DD/MM/YYYY),Fine (YYYY-MM-DD h:min:s),Fine (DD/MM/YYYY),Year,Value (μg.m-3),Comune,Indirizzo,Air Quality Station Area,Latitudine,Longitudine,EOL Code stazione,Tipo stazione,Provincia,Provincia (nome completo),Regione,Area,Area (macro)
SPO.IT2160A_20_GC-MS_2017-01-01_00:00:00,2018-02-01 19:00:00,01/02/2018,2018-02-01 20:00:00,01/02/2018,2018,"709,9",L'Aquila,"C972+48 L'Aquila, Province of L'Aquila, Italy",rural,"42,41278","13,35083",IT2160A,fondo,AQ,L'Aquila,Abruzzo,Sud,Sud e isole
SPO.IT1269A_20_GC-FID_2001-12-07_00:00:00,2021-07-31 7:00:00,31/07/2021,2021-07-31 8:00:00,31/07/2021,2021,"259,72101",Sarroch,"Via al Mare, 2, 09018 Sarroch CA, Italy",suburban,"39,07000","9,01667",IT1269A,industriale,CA,Cagliari,Sardegna,Isole,Sud e isole
SPO.IT1269A_20_GC-FID_2001-12-07_00:00:00,2021-07-31 5:00:00,31/07/2021,2021-07-31 6:00:00,31/07/2021,2021,"248,95599",Sarroch,"Via al Mare, 2, 09018 Sarroch CA, Italy",suburban,"39,07000","9,01667",IT1269A,industriale,CA,Cagliari,Sardegna,Isole,Sud e isole
SPO.IT2108A_20_GC-PID_2012-01-01_00:00:00,2020-03-18 7:00:00,18/03/2020,2020-03-18 8:00:00,18/03/2020,2020,"211,47",Bragno,"Via Sergio Scaiola, 7, 17014 Bragno SV, Italy",suburban,"44,37494","8,29868",IT2108A,industriale,SV,Savona,Liguria,Nord-ovest,Nord
SPO.IT0692A_20_GC-PID_2009-01-01_00:00:00,2021-10-15 9:00:00,15/10/2021,2021-10-15 10:00:00,15/10/2021,2021,"200,31372",Sannazzaro de' Burgondi,"Via Bigli, 28, 27039 Sannazzaro de' Burgondi PV, Italy",urban,"45,10167","8,90556",IT0692A,industriale,PV,Pavia,Lombardia,Nord-ovest,Nord
SPO.IT0614A_20_GC-FID_2014-01-01_00:00:00,2021-10-29 17:00:00,29/10/2021,2021-10-29 18:00:00,29/10/2021,2021,"199,01",Priolo Gargallo,"Via del Fico, 1, 96010 Priolo Gargallo SR, Italy",urban,"37,15612","15,19087",IT0614A,fondo,SR,Siracusa,Sicilia,Isole,Sud e isole
SPO.IT0618A_20_GC-FID_1983-04-30_23:00:00,2022-03-24 4:00:00,24/03/2022,2022-03-24 5:00:00,24/03/2022,2022,"193,436",Augusta,"Via Vettor Pisani, 1, 96011 Augusta SR, Italy",urban,"37,21840","15,22050",IT0618A,fondo,SR,Siracusa,Sicilia,Isole,Sud e isole
SPO.IT2108A_20_GC-PID_2012-01-01_00:00:00,2020-03-19 9:00:00,19/03/2020,2020-03-19 10:00:00,19/03/2020,2020,"180,78",Bragno,"Via Sergio Scaiola, 7, 17014 Bragno SV, Italy",suburban,"44,37494","8,29868",IT2108A,industriale,SV,Savona,Liguria,Nord-ovest,Nord
SPO.IT1269A_20_GC-FID_2001-12-07_00:00:00,2021-07-31 6:00:00,31/07/2021,2021-07-31 7:00:00,31/07/2021,2021,"176,42799",Sarroch,"Via al Mare, 2, 09018 Sarroch CA, Italy",suburban,"39,07000","9,01667",IT1269A,industriale,CA,Cagliari,Sardegna,Isole,Sud e isole
SPO.IT1269A_20_GC-FID_2001-12-07_00:00:00,2021-07-30 22:00:00,30/07/2021,2021-07-30 23:00:00,30/07/2021,2021,"169,226",Sarroch,"Via al Mare, 2, 09018 Sarroch CA, Italy",suburban,"39,07000","9,01667",IT1269A,industriale,CA,Cagliari,Sardegna,Isole,Sud e isole
SPO.IT1898A_20_GC-FID_2008-09-16_00:00:00,2017-07-11 15:00:00,11/07/2017,2017-07-11 16:00:00,11/07/2017,2017,"164,66186",Trapani,"Giardino - Ingresso lato nord, Viale Marche, 91100 Trapani TP, Italy",urban,"38,01237","12,54689",IT1898A,fondo,TP,Trapani,Sicilia,Isole,Sud e isole
SPO.IT0614A_20_GC-FID_2014-01-01_00:00:00,2016-05-29 7:00:00,29/05/2016,2016-05-29 8:00:00,29/05/2016,2016,"162,823734",Priolo Gargallo,"Via del Fico, 1, 96010 Priolo Gargallo SR, Italy",urban,"37,15612","15,19087",IT0614A,fondo,SR,Siracusa,Sicilia,Isole,Sud e isole
SPO.IT2108A_20_GC-PID_2012-01-01_00:00:00,2020-03-18 8:00:00,18/03/2020,2020-03-18 9:00:00,18/03/2020,2020,"158,23",Bragno,"Via Sergio Scaiola, 7, 17014 Bragno SV, Italy",suburban,"44,37494","8,29868",IT2108A,industriale,SV,Savona,Liguria,Nord-ovest,Nord
SPO.IT0614A_20_GC-FID_2014-01-01_00:00:00,2016-05-29 20:00:00,29/05/2016,2016-05-29 21:00:00,29/05/2016,2016,"151,018398",Priolo Gargallo,"Via del Fico, 1, 96010 Priolo Gargallo SR, Italy",urban,"37,15612","15,19087",IT0614A,fondo,SR,Siracusa,Sicilia,Isole,Sud e isole
SPO.IT1947A_20_GC-FID_2009-07-14_00:00:00,2021-07-31 7:00:00,31/07/2021,2021-07-31 8:00:00,31/07/2021,2021,"149,407",Sarroch,"Via Gioacchino Rossini, 25, 09018 Sarroch CA, Italy",urban,"39,06667","9,00889",IT1947A,fondo,CA,Cagliari,Sardegna,Isole,Sud e isole
SPO.IT1947A_20_GC-FID_2009-07-14_00:00:00,2021-07-31 6:00:00,31/07/2021,2021-07-31 7:00:00,31/07/2021,2021,"144,204",Sarroch,"Via Gioacchino Rossini, 25, 09018 Sarroch CA, Italy",urban,"39,06667","9,00889",IT1947A,fondo,CA,Cagliari,Sardegna,Isole,Sud e isole
SPO.IT1269A_20_GC-FID_2001-12-07_00:00:00,2021-07-31 8:00:00,31/07/2021,2021-07-31 9:00:00,31/07/2021,2021,"141,767",Sarroch,"Via al Mare, 2, 09018 Sarroch CA, Italy",suburban,"39,07000","9,01667",IT1269A,industriale,CA,Cagliari,Sardegna,Isole,Sud e isole
SPO.IT0611A_20_GC-FID_1992-03-24_00:00:00,2018-03-31 1:00:00,31/03/2018,2018-03-31 2:00:00,31/03/2018,2018,"138,23135",Melilli,"Contrada Scala Corta, 4, 96010 Melilli SR, Italy",urban,"37,18237","15,12883",IT0611A,fondo,SR,Siracusa,Sicilia,Isole,Sud e isole
SPO.IT1947A_20_GC-FID_2009-07-14_00:00:00,2021-07-31 5:00:00,31/07/2021,2021-07-31 6:00:00,31/07/2021,2021,"135,802",Sarroch,"Via Gioacchino Rossini, 25, 09018 Sarroch CA, Italy",urban,"39,06667","9,00889",IT1947A,fondo,CA,Cagliari,Sardegna,Isole,Sud e isole
SPO.IT1609A_20_GC-FID_2005-05-01_00:00:00,2022-06-24 16:00:00,24/06/2022,2022-06-24 17:00:00,24/06/2022,2022,"134,8",Statte,"Via del Tratturello Tarantino, 6, 74123 Statte TA, Italy",suburban,"40,52111","17,25360",IT1609A,industriale,TA,Taranto,Puglia,Sud,Sud e isole
SPO.IT0614A_20_GC-FID_2014-01-01_00:00:00,2016-06-09 7:00:00,09/06/2016,2016-06-09 8:00:00,09/06/2016,2016,"125,706285",Priolo Gargallo,"Via del Fico, 1, 96010 Priolo Gargallo SR, Italy",urban,"37,15612","15,19087",IT0614A,fondo,SR,Siracusa,Sicilia,Isole,Sud e isole
SPO.IT0692A_20_GC-PID_2009-01-01_00:00:00,2021-10-15 10:00:00,15/10/2021,2021-10-15 11:00:00,15/10/2021,2021,"125,49872",Sannazzaro de' Burgondi,"Via Bigli, 28, 27039 Sannazzaro de' Burgondi PV, Italy",urban,"45,10167","8,90556",IT0692A,industriale,PV,Pavia,Lombardia,Nord-ovest,Nord
SPO.IT0611A_20_GC-FID_1992-03-24_00:00:00,2018-04-12 10:00:00,12/04/2018,2018-04-12 11:00:00,12/04/2018,2018,"121,70073",Melilli,"Contrada Scala Corta, 4, 96010 Melilli SR, Italy",urban,"37,18237","15,12883",IT0611A,fondo,SR,Siracusa,Sicilia,Isole,Sud e isole
SPO.IT1269A_20_GC-FID_2001-12-07_00:00:00,2021-07-31 1:00:00,31/07/2021,2021-07-31 2:00:00,31/07/2021,2021,"120,743",Sarroch,"Via al Mare, 2, 09018 Sarroch CA, Italy",suburban,"39,07000","9,01667",IT1269A,industriale,CA,Cagliari,Sardegna,Isole,Sud e isole
SPO.IT0618A_20_GC-FID_1983-04-30_23:00:00,2021-11-11 21:00:00,11/11/2021,2021-11-11 22:00:00,11/11/2021,2021,"120,399",Augusta,"Via Vettor Pisani, 1, 96011 Augusta SR, Italy",urban,"37,21840","15,22050",IT0618A,fondo,SR,Siracusa,Sicilia,Isole,Sud e isole
SPO.IT0614A_20_GC-FID_2014-01-01_00:00:00,2021-10-29 18:00:00,29/10/2021,2021-10-29 19:00:00,29/10/2021,2021,"120,172",Priolo Gargallo,"Via del Fico, 1, 96010 Priolo Gargallo SR, Italy",urban,"37,15612","15,19087",IT0614A,fondo,SR,Siracusa,Sicilia,Isole,Sud e isole
SPO.IT0614A_20_GC-FID_2014-01-01_00:00:00,2021-10-29 23:00:00,29/10/2021,2021-10-30 0:00:00,30/10/2021,2021,"118,989",Priolo Gargallo,"Via del Fico, 1, 96010 Priolo Gargallo SR, Italy",urban,"37,15612","15,19087",IT0614A,fondo,SR,Siracusa,Sicilia,Isole,Sud e isole
SPO.IT1947A_20_GC-FID_2009-07-14_00:00:00,2021-07-31 3:00:00,31/07/2021,2021-07-31 4:00:00,31/07/2021,2021,"114,175",Sarroch,"Via Gioacchino Rossini, 25, 09018 Sarroch CA, Italy",urban,"39,06667","9,00889",IT1947A,fondo,CA,Cagliari,Sardegna,Isole,Sud e isole
SPO.IT2108A_20_GC-PID_2012-01-01_00:00:00,2020-03-17 5:00:00,17/03/2020,2020-03-17 6:00:00,17/03/2020,2020,"113,4",Bragno,"Via Sergio Scaiola, 7, 17014 Bragno SV, Italy",suburban,"44,37494","8,29868",IT2108A,industriale,SV,Savona,Liguria,Nord-ovest,Nord
SPO.IT2108A_20_GC-PID_2012-01-01_00:00:00,2020-03-17 8:00:00,17/03/2020,2020-03-17 9:00:00,17/03/2020,2020,"113,22",Bragno,"Via Sergio Scaiola, 7, 17014 Bragno SV, Italy",suburban,"44,37494","8,29868",IT2108A,industriale,SV,Savona,Liguria,Nord-ovest,Nord
SPO.IT2108A_20_GC-PID_2012-01-01_00:00:00,2020-03-17 7:00:00,17/03/2020,2020-03-17 8:00:00,17/03/2020,2020,"112,31",Bragno,"Via Sergio Scaiola, 7, 17014 Bragno SV, Italy",suburban,"44,37494","8,29868",IT2108A,industriale,SV,Savona,Liguria,Nord-ovest,Nord
SPO.IT2108A_20_GC-PID_2012-01-01_00:00:00,2020-03-17 4:00:00,17/03/2020,2020-03-17 5:00:00,17/03/2020,2020,"110,41",Bragno,"Via Sergio Scaiola, 7, 17014 Bragno SV, Italy",suburban,"44,37494","8,29868",IT2108A,industriale,SV,Savona,Liguria,Nord-ovest,Nord
SPO.IT1947A_20_GC-FID_2009-07-14_00:00:00,2021-07-31 8:00:00,31/07/2021,2021-07-31 9:00:00,31/07/2021,2021,"109,792",Sarroch,"Via Gioacchino Rossini, 25, 09018 Sarroch CA, Italy",urban,"39,06667","9,00889",IT1947A,fondo,CA,Cagliari,Sardegna,Isole,Sud e isole
SPO.IT1269A_20_GC-FID_2001-12-07_00:00:00,2021-08-02 0:00:00,02/08/2021,2021-08-02 1:00:00,02/08/2021,2021,"109,432",Sarroch,"Via al Mare, 2, 09018 Sarroch CA, Italy",suburban,"39,07000","9,01667",IT1269A,industriale,CA,Cagliari,Sardegna,Isole,Sud e isole
SPO.IT2028A_20_GC-PID_2014-09-01_00:00:00,2016-04-28 6:00:00,28/04/2016,2016-04-28 7:00:00,28/04/2016,2016,"107,05",Reggio Calabria,"Via Domenico Tripepi, 11, 89127 Reggio Calabria RC, Italy",urban,"38,10495","15,63879",IT2028A,fondo,RC,Reggio Calabria,Calabria,Sud,Sud e isole
SPO.IT0611A_20_GC-FID_1992-03-24_00:00:00,2018-01-21 6:00:00,21/01/2018,2018-01-21 7:00:00,21/01/2018,2018,"106,35664",Melilli,"Contrada Scala Corta, 4, 96010 Melilli SR, Italy",urban,"37,18237","15,12883",IT0611A,fondo,SR,Siracusa,Sicilia,Isole,Sud e isole
SPO.IT0618A_20_GC-FID_1983-04-30_23:00:00,2021-11-13 23:00:00,13/11/2021,2021-11-14 0:00:00,14/11/2021,2021,"105,718",Augusta,"Via Vettor Pisani, 1, 96011 Augusta SR, Italy",urban,"37,21840","15,22050",IT0618A,fondo,SR,Siracusa,Sicilia,Isole,Sud e isole
SPO.IT0611A_20_GC-FID_1992-03-24_00:00:00,2018-01-21 5:00:00,21/01/2018,2018-01-21 6:00:00,21/01/2018,2018,"104,77358",Melilli,"Contrada Scala Corta, 4, 96010 Melilli SR, Italy",urban,"37,18237","15,12883",IT0611A,fondo,SR,Siracusa,Sicilia,Isole,Sud e isole
SPO.IT0611A_20_GC-FID_1992-03-24_00:00:00,2018-01-23 23:00:00,23/01/2018,2018-01-24 0:00:00,24/01/2018,2018,"104,62113",Melilli,"Contrada Scala Corta, 4, 96010 Melilli SR, Italy",urban,"37,18237","15,12883",IT0611A,fondo,SR,Siracusa,Sicilia,Isole,Sud e isole
SPO.IT2108A_20_GC-PID_2012-01-01_00:00:00,2020-03-19 5:00:00,19/03/2020,2020-03-19 6:00:00,19/03/2020,2020,"103,3",Bragno,"Via Sergio Scaiola, 7, 17014 Bragno SV, Italy",suburban,"44,37494","8,29868",IT2108A,industriale,SV,Savona,Liguria,Nord-ovest,Nord
SPO.IT0618A_20_GC-FID_1983-04-30_23:00:00,2021-11-11 22:00:00,11/11/2021,2021-11-11 23:00:00,11/11/2021,2021,"102,886",Augusta,"Via Vettor Pisani, 1, 96011 Augusta SR, Italy",urban,"37,21840","15,22050",IT0618A,fondo,SR,Siracusa,Sicilia,Isole,Sud e isole
SPO.IT0461A_20_GC-FID_2003-08-03_00:00:00,2018-04-16 11:00:00,16/04/2018,2018-04-16 12:00:00,16/04/2018,2018,"102,2",Falconara Marittima,"Via Flaminia, 663, 60015 Falconara Marittima AN, Italy",suburban,"43,63333","13,38750",IT0461A,industriale,AN,Ancona,Marche,Centro,Centro
SPO.IT0611A_20_GC-FID_1992-03-24_00:00:00,2018-01-23 18:00:00,23/01/2018,2018-01-23 19:00:00,23/01/2018,2018,"100,65613",Melilli,"Contrada Scala Corta, 4, 96010 Melilli SR, Italy",urban,"37,18237","15,12883",IT0611A,fondo,SR,Siracusa,Sicilia,Isole,Sud e isole
SPO.IT2163A_20_GC-FID_2017-01-01_00:00:00,2018-09-26 10:00:00,26/09/2018,2018-09-26 11:00:00,26/09/2018,2018,"100,5",Sant'Eufemia a Maiella,"429H+QH Sant'Eufemia a Maiella, Province of Pescara, Italy",rural,"42,11944","14,02889",IT2163A,fondo,PE,Pescara,Abruzzo,Sud,Sud e isole
SPO.IT1900A_20_GC-FID_2008-02-26_00:00:00,2022-07-19 1:00:00,19/07/2022,2022-07-19 2:00:00,19/07/2022,2022,"99,95",Foligno,"Viale Roma, 8, 06034 Foligno PG, Italy",urban,"42,95167","12,70778",IT1900A,traffico,PG,Perugia,Umbria,Centro,Centro
SPO.IT0461A_20_GC-FID_2003-08-03_00:00:00,2018-04-16 13:00:00,16/04/2018,2018-04-16 14:00:00,16/04/2018,2018,"99,6",Falconara Marittima,"Via Flaminia, 663, 60015 Falconara Marittima AN, Italy",suburban,"43,63333","13,38750",IT0461A,industriale,AN,Ancona,Marche,Centro,Centro
SPO.IT2160A_20_GC-MS_2017-01-01_00:00:00,2018-02-14 20:00:00,14/02/2018,2018-02-14 21:00:00,14/02/2018,2018,"99,3",L'Aquila,"C972+48 L'Aquila, Province of L'Aquila, Italy",rural,"42,41278","13,35083",IT2160A,fondo,AQ,L'Aquila,Abruzzo,Sud,Sud e isole
SPO.IT0611A_20_GC-FID_1992-03-24_00:00:00,2018-01-21 14:00:00,21/01/2018,2018-01-21 15:00:00,21/01/2018,2018,"98,97511",Melilli,"Contrada Scala Corta, 4, 96010 Melilli SR, Italy",urban,"37,18237","15,12883",IT0611A,fondo,SR,Siracusa,Sicilia,Isole,Sud e isole
SPO.IT0611A_20_GC-FID_1992-03-24_00:00:00,2018-01-22 4:00:00,22/01/2018,2018-01-22 5:00:00,22/01/2018,2018,"98,30408",Melilli,"Contrada Scala Corta, 4, 96010 Melilli SR, Italy",urban,"37,18237","15,12883",IT0611A,fondo,SR,Siracusa,Sicilia,Isole,Sud e isole
SPO.IT0461A_20_GC-FID_2003-08-03_00:00:00,2018-04-16 12:00:00,16/04/2018,2018-04-16 13:00:00,16/04/2018,2018,"98,1",Falconara Marittima,"Via Flaminia, 663, 60015 Falconara Marittima AN, Italy",suburban,"43,63333","13,38750",IT0461A,industriale,AN,Ancona,Marche,Centro,Centro
SPO.IT0611A_20_GC-FID_1992-03-24_00:00:00,2018-04-04 1:00:00,04/04/2018,2018-04-04 2:00:00,04/04/2018,2018,"98,07248",Melilli,"Contrada Scala Corta, 4, 96010 Melilli SR, Italy",urban,"37,18237","15,12883",IT0611A,fondo,SR,Siracusa,Sicilia,Isole,Sud e isole
SPO.IT1269A_20_GC-FID_2001-12-07_00:00:00,2021-08-01 23:00:00,01/08/2021,2021-08-02 0:00:00,02/08/2021,2021,"97,7915",Sarroch,"Via al Mare, 2, 09018 Sarroch CA, Italy",suburban,"39,07000","9,01667",IT1269A,industriale,CA,Cagliari,Sardegna,Isole,Sud e isole
SPO.IT1900A_20_GC-FID_2008-02-26_00:00:00,2018-11-30 13:00:00,30/11/2018,2018-11-30 14:00:00,30/11/2018,2018,"97,13",Foligno,"Viale Roma, 8, 06034 Foligno PG, Italy",urban,"42,95167","12,70778",IT1900A,traffico,PG,Perugia,Umbria,Centro,Centro
SPO.IT0611A_20_GC-FID_1992-03-24_00:00:00,2018-01-22 1:00:00,22/01/2018,2018-01-22 2:00:00,22/01/2018,2018,"96,20235",Melilli,"Contrada Scala Corta, 4, 96010 Melilli SR, Italy",urban,"37,18237","15,12883",IT0611A,fondo,SR,Siracusa,Sicilia,Isole,Sud e isole
SPO.IT0611A_20_GC-FID_1992-03-24_00:00:00,2018-01-22 0:00:00,22/01/2018,2018-01-22 1:00:00,22/01/2018,2018,"96,17979",Melilli,"Contrada Scala Corta, 4, 96010 Melilli SR, Italy",urban,"37,18237","15,12883",IT0611A,fondo,SR,Siracusa,Sicilia,Isole,Sud e isole
SPO.IT0611A_20_GC-FID_1992-03-24_00:00:00,2018-01-23 22:00:00,23/01/2018,2018-01-23 23:00:00,23/01/2018,2018,"96,11289",Melilli,"Contrada Scala Corta, 4, 96010 Melilli SR, Italy",urban,"37,18237","15,12883",IT0611A,fondo,SR,Siracusa,Sicilia,Isole,Sud e isole
SPO.IT0611A_20_GC-FID_1992-03-24_00:00:00,2018-01-22 2:00:00,22/01/2018,2018-01-22 3:00:00,22/01/2018,2018,"95,82189",Melilli,"Contrada Scala Corta, 4, 96010 Melilli SR, Italy",urban,"37,18237","15,12883",IT0611A,fondo,SR,Siracusa,Sicilia,Isole,Sud e isole
SPO.IT0611A_20_GC-FID_1992-03-24_00:00:00,2018-04-01 16:00:00,01/04/2018,2018-04-01 17:00:00,01/04/2018,2018,"95,37261",Melilli,"Contrada Scala Corta, 4, 96010 Melilli SR, Italy",urban,"37,18237","15,12883",IT0611A,fondo,SR,Siracusa,Sicilia,Isole,Sud e isole
SPO.IT0611A_20_GC-FID_1992-03-24_00:00:00,2018-01-21 21:00:00,21/01/2018,2018-01-21 22:00:00,21/01/2018,2018,"95,32443",Melilli,"Contrada Scala Corta, 4, 96010 Melilli SR, Italy",urban,"37,18237","15,12883",IT0611A,fondo,SR,Siracusa,Sicilia,Isole,Sud e isole
SPO.IT0611A_20_GC-FID_1992-03-24_00:00:00,2018-01-22 5:00:00,22/01/2018,2018-01-22 6:00:00,22/01/2018,2018,"95,10848",Melilli,"Contrada Scala Corta, 4, 96010 Melilli SR, Italy",urban,"37,18237","15,12883",IT0611A,fondo,SR,Siracusa,Sicilia,Isole,Sud e isole
SPO.IT0611A_20_GC-FID_1992-03-24_00:00:00,2018-03-31 2:00:00,31/03/2018,2018-03-31 3:00:00,31/03/2018,2018,"94,62209",Melilli,"Contrada Scala Corta, 4, 96010 Melilli SR, Italy",urban,"37,18237","15,12883",IT0611A,fondo,SR,Siracusa,Sicilia,Isole,Sud e isole
SPO.IT1269A_20_GC-FID_2001-12-07_00:00:00,2021-08-02 4:00:00,02/08/2021,2021-08-02 5:00:00,02/08/2021,2021,"94,2549",Sarroch,"Via al Mare, 2, 09018 Sarroch CA, Italy",suburban,"39,07000","9,01667",IT1269A,industriale,CA,Cagliari,Sardegna,Isole,Sud e isole
SPO.IT1346A_20_GC-FID_2002-07-20_00:00:00,2015-11-10 5:00:00,10/11/2015,2015-11-10 6:00:00,10/11/2015,2015,"94,215714",Siracusa,"Via Madre Teresa di Calcutta, 10, 96100 Siracusa SR, Italy",urban,"37,09129","15,28530",IT1346A,traffico,SR,Siracusa,Sicilia,Isole,Sud e isole
SPO.IT2134A_20_GC-FID_2013-02-05_00:00:00,2023-05-20 21:00:00,20/05/2023,2023-05-20 22:00:00,20/05/2023,2023,94,Narni Scalo,"Via del Lavoro, 3, 05035 Narni Scalo TR, Italy",suburban,"42,53417","12,52194",IT2134A,fondo,TR,Terni,Umbria,Centro,Centro
SPO.IT0611A_20_GC-FID_1992-03-24_00:00:00,2018-04-06 1:00:00,06/04/2018,2018-04-06 2:00:00,06/04/2018,2018,"92,00661",Melilli,"Contrada Scala Corta, 4, 96010 Melilli SR, Italy",urban,"37,18237","15,12883",IT0611A,fondo,SR,Siracusa,Sicilia,Isole,Sud e isole
SPO.IT1947A_20_GC-FID_2009-07-14_00:00:00,2021-07-31 4:00:00,31/07/2021,2021-07-31 5:00:00,31/07/2021,2021,"90,8374",Sarroch,"Via Gioacchino Rossini, 25, 09018 Sarroch CA, Italy",urban,"39,06667","9,00889",IT1947A,fondo,CA,Cagliari,Sardegna,Isole,Sud e isole
SPO.IT0614A_20_GC-FID_2014-01-01_00:00:00,2021-10-29 21:00:00,29/10/2021,2021-10-29 22:00:00,29/10/2021,2021,"89,9292",Priolo Gargallo,"Via del Fico, 1, 96010 Priolo Gargallo SR, Italy",urban,"37,15612","15,19087",IT0614A,fondo,SR,Siracusa,Sicilia,Isole,Sud e isole
SPO.IT0614A_20_GC-FID_2014-01-01_00:00:00,2021-10-29 22:00:00,29/10/2021,2021-10-29 23:00:00,29/10/2021,2021,"89,4998",Priolo Gargallo,"Via del Fico, 1, 96010 Priolo Gargallo SR, Italy",urban,"37,15612","15,19087",IT0614A,fondo,SR,Siracusa,Sicilia,Isole,Sud e isole
SPO.IT2108A_20_GC-PID_2012-01-01_00:00:00,2020-03-17 9:00:00,17/03/2020,2020-03-17 10:00:00,17/03/2020,2020,"89,32",Bragno,"Via Sergio Scaiola, 7, 17014 Bragno SV, Italy",suburban,"44,37494","8,29868",IT2108A,industriale,SV,Savona,Liguria,Nord-ovest,Nord
SPO.IT0461A_20_GC-FID_2003-08-03_00:00:00,2018-04-16 16:00:00,16/04/2018,2018-04-16 17:00:00,16/04/2018,2018,"88,4",Falconara Marittima,"Via Flaminia, 663, 60015 Falconara Marittima AN, Italy",suburban,"43,63333","13,38750",IT0461A,industriale,AN,Ancona,Marche,Centro,Centro
SPO.IT0618A_20_GC-FID_1983-04-30_23:00:00,2022-03-24 5:00:00,24/03/2022,2022-03-24 6:00:00,24/03/2022,2022,"87,7158",Augusta,"Via Vettor Pisani, 1, 96011 Augusta SR, Italy",urban,"37,21840","15,22050",IT0618A,fondo,SR,Siracusa,Sicilia,Isole,Sud e isole
SPO.IT0461A_20_GC-FID_2003-08-03_00:00:00,2018-04-16 18:00:00,16/04/2018,2018-04-16 19:00:00,16/04/2018,2018,"87,1",Falconara Marittima,"Via Flaminia, 663, 60015 Falconara Marittima AN, Italy",suburban,"43,63333","13,38750",IT0461A,industriale,AN,Ancona,Marche,Centro,Centro
SPO.IT0620A_20_GC-FID_1983-04-30_23:00:00,2022-01-02 22:00:00,02/01/2022,2022-01-02 23:00:00,02/01/2022,2022,"86,9777",Siracusa,"Via Gela, 16, 96100 Siracusa SR, Italy",suburban,"37,09845","15,26251",IT0620A,fondo,SR,Siracusa,Sicilia,Isole,Sud e isole
SPO.IT2134A_20_GC-FID_2013-02-05_00:00:00,2023-06-28 7:00:00,28/06/2023,2023-06-28 8:00:00,28/06/2023,2023,"86,82",Narni Scalo,"Via del Lavoro, 3, 05035 Narni Scalo TR, Italy",suburban,"42,53417","12,52194",IT2134A,fondo,TR,Terni,Umbria,Centro,Centro
SPO.IT1898A_20_GC-FID_2008-09-16_00:00:00,2023-05-26 23:00:00,26/05/2023,2023-05-27 0:00:00,27/05/2023,2023,"86,7644",Trapani,"Giardino - Ingresso lato nord, Viale Marche, 91100 Trapani TP, Italy",urban,"38,01237","12,54689",IT1898A,fondo,TP,Trapani,Sicilia,Isole,Sud e isole
SPO.IT1947A_20_GC-FID_2009-07-14_00:00:00,2020-06-27 6:00:00,27/06/2020,2020-06-27 7:00:00,27/06/2020,2020,"85,7463",Sarroch,"Via Gioacchino Rossini, 25, 09018 Sarroch CA, Italy",urban,"39,06667","9,00889",IT1947A,fondo,CA,Cagliari,Sardegna,Isole,Sud e isole
SPO.IT1611A_20_GC-FID_2004-05-01_00:00:00,2023-07-31 22:00:00,31/07/2023,2023-07-31 23:00:00,31/07/2023,2023,"85,2",Taranto,"Machiavelli (Case Parcheggio), 74123 Taranto TA, Italy",suburban,"40,48861","17,22583",IT1611A,industriale,TA,Taranto,Puglia,Sud,Sud e isole
SPO.IT1269A_20_GC-FID_2001-12-07_00:00:00,2021-08-01 20:00:00,01/08/2021,2021-08-01 21:00:00,01/08/2021,2021,"84,7737",Sarroch,"Via al Mare, 2, 09018 Sarroch CA, Italy",suburban,"39,07000","9,01667",IT1269A,industriale,CA,Cagliari,Sardegna,Isole,Sud e isole
SPO.IT2012A_20_GC-PID_2010-02-24_00:00:00,2021-11-22 12:00:00,22/11/2021,2021-11-22 13:00:00,22/11/2021,2021,"84,70338",La Massimina-Casal Lumbroso,"Via Benvenuto Griziotti, 48, 00166 La Massimina-Casal Lumbroso RM, Italy",suburban,"41,87478","12,34559",IT2012A,fondo,RM,Roma,Lazio,Centro,Centro
SPO.IT2281A_20_GC-FID_2017-02-23_00:00:00,2017-04-11 17:00:00,11/04/2017,2017-04-11 18:00:00,11/04/2017,2017,"84,346898",Agrigento,"Via Papa Giovanni XXIII, 144, 92100 Agrigento AG, Italy",suburban,"37,30705","13,59396",IT2281A,fondo,AG,Agrigento,Sicilia,Isole,Sud e isole
SPO.IT0461A_20_GC-FID_2003-08-03_00:00:00,2018-04-16 17:00:00,16/04/2018,2018-04-16 18:00:00,16/04/2018,2018,"83,7",Falconara Marittima,"Via Flaminia, 663, 60015 Falconara Marittima AN, Italy",suburban,"43,63333","13,38750",IT0461A,industriale,AN,Ancona,Marche,Centro,Centro
SPO.IT1609A_20_GC-FID_2005-05-01_00:00:00,2022-06-24 17:00:00,24/06/2022,2022-06-24 18:00:00,24/06/2022,2022,"83,31",Statte,"Via del Tratturello Tarantino, 6, 74123 Statte TA, Italy",suburban,"40,52111","17,25360",IT1609A,industriale,TA,Taranto,Puglia,Sud,Sud e isole
SPO.IT2274A_20_GC-FID_2016-06-16_00:00:00,2020-01-21 12:00:00,21/01/2020,2020-01-21 13:00:00,21/01/2020,2020,"83,15",Porto Empedocle,"Via Spinola, 16, 92014 Porto Empedocle AG, Italy",suburban,"37,29189","13,53254",IT2274A,fondo,AG,Agrigento,Sicilia,Isole,Sud e isole
